
 !***TRACE Bacon number     1 on file (47)***


 (1.n)= n (average) component(s) per node
 (2.n)= n (average) component(s) per element
 (3.n)= n component(s) per node per element

 --------------------------------------------------
 | Nodes |           Displ.(X,Y,Z)(1.3)           |
 |  3504 | -7.54188E-03  3.82560E-02  7.43096E-02 |
 |  3505 | -3.77341E-03  1.91405E-02  7.43090E-02 |
 |  3506 | -4.94503E-06  2.49680E-05  7.43084E-02 |
 |  3507 |  3.76364E-03 -1.90910E-02  7.43090E-02 |
 |  3508 |  7.53222E-03 -3.82071E-02  7.43096E-02 |
 |  3509 |  1.12518E-02 -5.70110E-02  7.43172E-02 |
 |  3510 |  1.49713E-02 -7.58150E-02  7.43247E-02 |
 |  3511 |  1.85866E-02 -9.39696E-02  7.43414E-02 |
 |  3512 |  2.22019E-02 -1.12124E-01  7.43582E-02 |
 |  3513 |  2.56416E-02 -1.29249E-01  7.43975E-02 |
 |  3514 |  2.90814E-02 -1.46374E-01  7.44368E-02 |
 |  3515 |  3.22537E-02 -1.62043E-01  7.45064E-02 |
 |  3516 |  3.54261E-02 -1.77712E-01  7.45760E-02 |
 |  3517 | -3.46969E-02  1.74662E-01  7.28869E-02 |
 |  3518 | -2.84782E-02  1.43684E-01  7.27600E-02 |
 |  3519 | -2.17493E-02  1.10011E-01  7.26854E-02 |
 |  3520 | -1.46751E-02  7.43832E-02  7.26482E-02 |
 |  3521 | -7.38975E-03  3.75064E-02  7.26324E-02 |
 |  3522 | -4.49653E-06  2.28664E-05  7.26284E-02 |
 |  3523 |  7.38102E-03 -3.74615E-02  7.26323E-02 |
 |  3524 |  1.46672E-02 -7.43408E-02  7.26481E-02 |
 |  3525 |  2.17427E-02 -1.09972E-01  7.26853E-02 |
 |  3526 |  2.84733E-02 -1.43649E-01  7.27599E-02 |
 |  3527 |  3.46941E-02 -1.74630E-01  7.28870E-02 |
 |  3528 | -3.39652E-02  1.71579E-01  7.11980E-02 |
 |  3529 | -3.09174E-02  1.56268E-01  7.11406E-02 |
 |  3530 | -2.78697E-02  1.40956E-01  7.10832E-02 |
 |  3531 | -2.45796E-02  1.24406E-01  7.10479E-02 |
 |  3532 | -2.12895E-02  1.07855E-01  7.10126E-02 |
 |  3533 | -1.78298E-02  9.03801E-02  7.09921E-02 |
 |  3534 | -1.43701E-02  7.29054E-02  7.09716E-02 |
 |  3535 | -1.08039E-02  5.48311E-02  7.09634E-02 |
 |  3536 | -7.23762E-03  3.67568E-02  7.09551E-02 |
 |  3537 | -3.62083E-03  1.83888E-02  7.09517E-02 |
 |  3538 | -4.04803E-06  2.07649E-05  7.09483E-02 |
 |  3539 |  3.61289E-03 -1.83476E-02  7.09517E-02 |
 |  3540 |  7.22983E-03 -3.67160E-02  7.09550E-02 |
 |  3541 |  1.07964E-02 -5.47913E-02  7.09632E-02 |
 |  3542 |  1.43630E-02 -7.28667E-02  7.09714E-02 |
 |  3543 |  1.78233E-02 -9.03429E-02  7.09919E-02 |
 |  3544 |  2.12836E-02 -1.07819E-01  7.10124E-02 |
 |  3545 |  2.45744E-02 -1.24371E-01  7.10477E-02 |
 |  3546 |  2.78653E-02 -1.40924E-01  7.10829E-02 |
 |  3547 |  3.09137E-02 -1.56236E-01  7.11405E-02 |
 |  3548 |  3.39622E-02 -1.71548E-01  7.11980E-02 |
 |  3549 | -3.31351E-02  1.67689E-01  6.95404E-02 |
 |  3550 | -2.71666E-02  1.37565E-01  6.94387E-02 |
 |  3551 | -2.07474E-02  1.05171E-01  6.93707E-02 |
 |  3552 | -1.40037E-02  7.10590E-02  6.93314E-02 |
 |  3553 | -7.05360E-03  3.58176E-02  6.93123E-02 |
 |  3554 | -3.63339E-06  1.89526E-05  6.93066E-02 |
 |  3555 |  7.04657E-03 -3.57804E-02  6.93122E-02 |
 |  3556 |  1.39974E-02 -7.10235E-02  6.93312E-02 |
 |  3557 |  2.07422E-02 -1.05138E-01  6.93705E-02 |
 |  3558 |  2.71626E-02 -1.37535E-01  6.94384E-02 |
 |  3559 |  3.31324E-02 -1.67661E-01  6.95403E-02 |
 |  3560 | -3.23050E-02  1.63800E-01  6.78829E-02 |
 |  3561 | -2.93843E-02  1.48987E-01  6.78385E-02 |
 |  3562 | -2.64636E-02  1.34174E-01  6.77941E-02 |
 |  3563 | -2.33345E-02  1.18330E-01  6.77615E-02 |
 |  3564 | -2.02054E-02  1.02486E-01  6.77289E-02 |
 |  3565 | -1.69214E-02  8.58496E-02  6.77100E-02 |
 |  3566 | -1.36373E-02  6.92126E-02  6.76911E-02 |
 |  3567 | -1.02535E-02  5.20456E-02  6.76804E-02 |
 |  3568 | -6.86957E-03  3.48785E-02  6.76696E-02 |
 |  3569 | -3.43639E-03  1.74478E-02  6.76672E-02 |
 |  3570 | -3.21876E-06  1.71403E-05  6.76648E-02 |
 |  3571 |  3.43004E-03 -1.74138E-02  6.76671E-02 |
 |  3572 |  6.86331E-03 -3.48448E-02  6.76694E-02 |
 |  3573 |  1.02475E-02 -5.20126E-02  6.76802E-02 |
 |  3574 |  1.36317E-02 -6.91803E-02  6.76909E-02 |
 |  3575 |  1.69162E-02 -8.58183E-02  6.77097E-02 |
 |  3576 |  2.02007E-02 -1.02456E-01  6.77285E-02 |
 |  3577 |  2.33304E-02 -1.18301E-01  6.77612E-02 |
 |  3578 |  2.64600E-02 -1.34146E-01  6.77938E-02 |
 |  3579 |  2.93813E-02 -1.48960E-01  6.78382E-02 |
 |  3580 |  3.23026E-02 -1.63774E-01  6.78826E-02 |
 |  3581 | -3.13873E-02  1.59211E-01  6.62596E-02 |
 |  3582 | -2.56884E-02  1.30240E-01  6.61775E-02 |
 |  3583 | -1.96030E-02  9.93876E-02  6.61182E-02 |
 |  3584 | -1.32278E-02  6.70805E-02  6.60808E-02 |
 |  3585 | -6.66225E-03  3.37933E-02  6.60607E-02 |
 |  3586 | -2.88015E-06  1.55794E-05  6.60545E-02 |
 |  3587 |  6.65667E-03 -3.37626E-02  6.60605E-02 |
 |  3588 |  1.32227E-02 -6.70510E-02  6.60806E-02 |
 |  3589 |  1.95988E-02 -9.93598E-02  6.61179E-02 |
 |  3590 |  2.56852E-02 -1.30214E-01  6.61771E-02 |
 |  3591 |  3.13852E-02 -1.59187E-01  6.62593E-02 |
 |  3592 | -3.04697E-02  1.54622E-01  6.46364E-02 |
 |  3593 | -2.76915E-02  1.40464E-01  6.45987E-02 |
 |  3594 | -2.49132E-02  1.26305E-01  6.45609E-02 |
 |  3595 | -2.19569E-02  1.11297E-01  6.45342E-02 |
 |  3596 | -1.90006E-02  9.62887E-02  6.45076E-02 |
 |  3597 | -1.59094E-02  8.06185E-02  6.44890E-02 |
 |  3598 | -1.28182E-02  6.49483E-02  6.44705E-02 |
 |  3599 | -9.63657E-03  4.88282E-02  6.44611E-02 |
 |  3600 | -6.45493E-03  3.27081E-02  6.44518E-02 |
 |  3601 | -3.22873E-03  1.63611E-02  6.44480E-02 |
 |  3602 | -2.54154E-06  1.40185E-05  6.44443E-02 |
 |  3603 |  3.22374E-03 -1.63332E-02  6.44479E-02 |
 |  3604 |  6.45003E-03 -3.26804E-02  6.44516E-02 |
 |  3605 |  9.63190E-03 -4.88010E-02  6.44609E-02 |
 |  3606 |  1.28138E-02 -6.49216E-02  6.44702E-02 |
 |  3607 |  1.59053E-02 -8.05925E-02  6.44887E-02 |
 |  3608 |  1.89968E-02 -9.62634E-02  6.45072E-02 |
 |  3609 |  2.19536E-02 -1.11272E-01  6.45339E-02 |
 |  3610 |  2.49104E-02 -1.26282E-01  6.45605E-02 |
 |  3611 |  2.76891E-02 -1.40441E-01  6.45983E-02 |
 |  3612 |  3.04678E-02 -1.54600E-01  6.46361E-02 |
 |  3613 | -2.94793E-02  1.49466E-01  6.30404E-02 |
 |  3614 | -2.40814E-02  1.21927E-01  6.29727E-02 |
 |  3615 | -1.83549E-02  9.28603E-02  6.29227E-02 |
 |  3616 | -1.23775E-02  6.25957E-02  6.28888E-02 |
 |  3617 | -6.23189E-03  3.15115E-02  6.28700E-02 |
 |  3618 | -2.24491E-06  1.26660E-05  6.28637E-02 |
 |  3619 |  6.22755E-03 -3.14865E-02  6.28698E-02 |
 |  3620 |  1.23735E-02 -6.25714E-02  6.28886E-02 |
 |  3621 |  1.83516E-02 -9.28373E-02  6.29223E-02 |
 |  3622 |  2.40789E-02 -1.21905E-01  6.29723E-02 |
 |  3623 |  2.94776E-02 -1.49445E-01  6.30400E-02 |
 |  3624 | -2.84889E-02  1.44309E-01  6.14444E-02 |
 |  3625 | -2.58693E-02  1.30929E-01  6.14145E-02 |
 |  3626 | -2.32496E-02  1.17548E-01  6.13845E-02 |
 |  3627 | -2.04794E-02  1.03490E-01  6.13611E-02 |
 |  3628 | -1.77092E-02  8.94319E-02  6.13378E-02 |
 |  3629 | -1.48229E-02  7.48375E-02  6.13225E-02 |
 |  3630 | -1.19367E-02  6.02430E-02  6.13072E-02 |
 |  3631 | -8.97278E-03  4.52790E-02  6.12977E-02 |
 |  3632 | -6.00885E-03  3.03149E-02  6.12882E-02 |
 |  3633 | -3.00540E-03  1.51631E-02  6.12857E-02 |
 |  3634 | -1.94827E-06  1.13135E-05  6.12832E-02 |
 |  3635 |  3.00156E-03 -1.51406E-02  6.12856E-02 |
 |  3636 |  6.00507E-03 -3.02926E-02  6.12881E-02 |
 |  3637 |  8.96918E-03 -4.52569E-02  6.12975E-02 |
 |  3638 |  1.19333E-02 -6.02213E-02  6.13069E-02 |
 |  3639 |  1.48198E-02 -7.48162E-02  6.13222E-02 |
 |  3640 |  1.77063E-02 -8.94111E-02  6.13374E-02 |
 |  3641 |  2.04769E-02 -1.03470E-01  6.13608E-02 |
 |  3642 |  2.32475E-02 -1.17528E-01  6.13842E-02 |
 |  3643 |  2.58675E-02 -1.30909E-01  6.14141E-02 |
 |  3644 |  2.84874E-02 -1.44290E-01  6.14440E-02 |
 |  3645 | -2.74432E-02  1.38667E-01  5.98739E-02 |
 |  3646 | -2.23753E-02  1.12812E-01  5.98192E-02 |
 |  3647 | -1.70318E-02  8.57467E-02  5.97770E-02 |
 |  3648 | -1.14755E-02  5.77219E-02  5.97482E-02 |
 |  3649 | -5.77496E-03  2.90347E-02  5.97313E-02 |
 |  3650 | -1.70517E-06  1.01202E-05  5.97259E-02 |
 |  3651 |  5.77166E-03 -2.90147E-02  5.97312E-02 |
 |  3652 |  1.14725E-02 -5.77023E-02  5.97480E-02 |
 |  3653 |  1.70293E-02 -8.57279E-02  5.97767E-02 |
 |  3654 |  2.23735E-02 -1.12794E-01  5.98189E-02 |
 |  3655 |  2.74421E-02 -1.38650E-01  5.98736E-02 |
 |  3656 | -2.63976E-02  1.33025E-01  5.83035E-02 |
 |  3657 | -2.39493E-02  1.20550E-01  5.82787E-02 |
 |  3658 | -2.15010E-02  1.08076E-01  5.82539E-02 |
 |  3659 | -1.89277E-02  9.50686E-02  5.82351E-02 |
 |  3660 | -1.63544E-02  8.20615E-02  5.82163E-02 |
 |  3661 | -1.36843E-02  6.86311E-02  5.82028E-02 |
 |  3662 | -1.10142E-02  5.52007E-02  5.81892E-02 |
 |  3663 | -8.27763E-03  4.14776E-02  5.81818E-02 |
 |  3664 | -5.54106E-03  2.77545E-02  5.81745E-02 |
 |  3665 | -2.77126E-03  1.38817E-02  5.81715E-02 |
 |  3666 | -1.46207E-06  8.92692E-06  5.81686E-02 |
 |  3667 |  2.76839E-03 -1.38640E-02  5.81715E-02 |
 |  3668 |  5.53825E-03 -2.77368E-02  5.81743E-02 |
 |  3669 |  8.27495E-03 -4.14601E-02  5.81817E-02 |
 |  3670 |  1.10117E-02 -5.51834E-02  5.81890E-02 |
 |  3671 |  1.36820E-02 -6.86141E-02  5.82025E-02 |
 |  3672 |  1.63523E-02 -8.20448E-02  5.82160E-02 |
 |  3673 |  1.89259E-02 -9.50522E-02  5.82348E-02 |
 |  3674 |  2.14995E-02 -1.08060E-01  5.82536E-02 |
 |  3675 |  2.39481E-02 -1.20535E-01  5.82784E-02 |
 |  3676 |  2.63967E-02 -1.33010E-01  5.83032E-02 |
 |  3677 | -2.53133E-02  1.27032E-01  5.67521E-02 |
 |  3678 | -2.05985E-02  1.03071E-01  5.67082E-02 |
 |  3679 | -1.56575E-02  7.81840E-02  5.66743E-02 |
 |  3680 | -1.05396E-02  5.25563E-02  5.66504E-02 |
 |  3681 | -5.30102E-03  2.64139E-02  5.66365E-02 |
 |  3682 | -1.25011E-06  7.85940E-06  5.66318E-02 |
 |  3683 |  5.29861E-03 -2.63983E-02  5.66364E-02 |
 |  3684 |  1.05375E-02 -5.25411E-02  5.66502E-02 |
 |  3685 |  1.56557E-02 -7.81693E-02  5.66740E-02 |
 |  3686 |  2.05973E-02 -1.03057E-01  5.67079E-02 |
 |  3687 |  2.53126E-02 -1.27018E-01  5.67517E-02 |
 |  3688 | -2.42291E-02  1.21039E-01  5.52006E-02 |
 |  3689 | -2.19625E-02  1.09553E-01  5.51816E-02 |
 |  3690 | -1.96960E-02  9.80672E-02  5.51625E-02 |
 |  3691 | -1.73283E-02  8.61869E-02  5.51474E-02 |
 |  3692 | -1.49606E-02  7.43066E-02  5.51323E-02 |
 |  3693 | -1.25128E-02  6.21093E-02  5.51220E-02 |
 |  3694 | -1.00651E-02  4.99120E-02  5.51116E-02 |
 |  3695 | -7.56303E-03  3.74926E-02  5.51051E-02 |
 |  3696 | -5.06097E-03  2.50733E-02  5.50986E-02 |
 |  3697 | -2.53101E-03  1.25401E-02  5.50968E-02 |
 |  3698 | -1.03814E-06  6.79189E-06  5.50950E-02 |
 |  3699 |  2.52896E-03 -1.25265E-02  5.50968E-02 |
 |  3700 |  5.05896E-03 -2.50598E-02  5.50985E-02 |
 |  3701 |  7.56114E-03 -3.74793E-02  5.51050E-02 |
 |  3702 |  1.00633E-02 -4.98987E-02  5.51115E-02 |
 |  3703 |  1.25112E-02 -6.20962E-02  5.51217E-02 |
 |  3704 |  1.49591E-02 -7.42938E-02  5.51320E-02 |
 |  3705 |  1.73271E-02 -8.61744E-02  5.51471E-02 |
 |  3706 |  1.96951E-02 -9.80549E-02  5.51622E-02 |
 |  3707 |  2.19618E-02 -1.09541E-01  5.51813E-02 |
 |  3708 |  2.42286E-02 -1.21027E-01  5.52003E-02 |
 |  3709 | -2.31206E-02  1.14780E-01  5.36653E-02 |
 |  3710 | -1.87789E-02  9.28740E-02  5.36318E-02 |
 |  3711 | -1.42539E-02  7.02999E-02  5.36059E-02 |
 |  3712 | -9.58521E-03  4.71861E-02  5.35877E-02 |
 |  3713 | -4.81806E-03  2.36935E-02  5.35766E-02 |
 |  3714 | -8.63117E-07  5.82499E-06  5.35730E-02 |
 |  3715 |  4.81640E-03 -2.36819E-02  5.35765E-02 |
 |  3716 |  9.58375E-03 -4.71748E-02  5.35875E-02 |
 |  3717 |  1.42527E-02 -7.02889E-02  5.36057E-02 |
 |  3718 |  1.87782E-02 -9.28635E-02  5.36315E-02 |
 |  3719 |  2.31204E-02 -1.14770E-01  5.36650E-02 |
 |  3720 | -2.20120E-02  1.08520E-01  5.21299E-02 |
 |  3721 | -1.99369E-02  9.81006E-02  5.21155E-02 |
 |  3722 | -1.78617E-02  8.76808E-02  5.21011E-02 |
 |  3723 | -1.57044E-02  7.69870E-02  5.20903E-02 |
 |  3724 | -1.35471E-02  6.62932E-02  5.20796E-02 |
 |  3725 | -1.13262E-02  5.53767E-02  5.20717E-02 |
 |  3726 | -9.10533E-03  4.44603E-02  5.20637E-02 |
 |  3727 | -6.84024E-03  3.33870E-02  5.20592E-02 |
 |  3728 | -4.57515E-03  2.23137E-02  5.20546E-02 |
 |  3729 | -2.28792E-03  1.11593E-02  5.20529E-02 |
 |  3730 | -6.88093E-07  4.85809E-06  5.20511E-02 |
 |  3731 |  2.28658E-03 -1.11496E-02  5.20528E-02 |
 |  3732 |  4.57384E-03 -2.23041E-02  5.20545E-02 |
 |  3733 |  6.83902E-03 -3.33774E-02  5.20591E-02 |
 |  3734 |  9.10420E-03 -4.44508E-02  5.20636E-02 |
 |  3735 |  1.13252E-02 -5.53674E-02  5.20715E-02 |
 |  3736 |  1.35463E-02 -6.62840E-02  5.20794E-02 |
 |  3737 |  1.57038E-02 -7.69780E-02  5.20901E-02 |
 |  3738 |  1.78612E-02 -8.76720E-02  5.21008E-02 |
 |  3739 |  1.99367E-02 -9.80920E-02  5.21153E-02 |
 |  3740 |  2.20121E-02 -1.08512E-01  5.21297E-02 |
 |  3741 | -2.09001E-02  1.02119E-01  5.06052E-02 |
 |  3742 | -1.69435E-02  8.23849E-02  5.05819E-02 |
 |  3743 | -1.28417E-02  6.22183E-02  5.05642E-02 |
 |  3744 | -8.62629E-03  4.16940E-02  5.05512E-02 |
 |  3745 | -4.33315E-03  2.09151E-02  5.05433E-02 |
 |  3746 | -5.35362E-07  3.98289E-06  5.05405E-02 |
 |  3747 |  4.33214E-03 -2.09071E-02  5.05432E-02 |
 |  3748 |  8.62544E-03 -4.16862E-02  5.05510E-02 |
 |  3749 |  1.28411E-02 -6.22108E-02  5.05640E-02 |
 |  3750 |  1.69433E-02 -8.23777E-02  5.05817E-02 |
 |  3751 |  2.09003E-02 -1.02112E-01  5.06050E-02 |
 |  3752 | -1.97881E-02  9.57170E-02  4.90805E-02 |
 |  3753 | -1.79067E-02  8.64030E-02  4.90716E-02 |
 |  3754 | -1.60253E-02  7.70891E-02  4.90628E-02 |
 |  3755 | -1.40808E-02  6.76163E-02  4.90558E-02 |
 |  3756 | -1.21362E-02  5.81435E-02  4.90488E-02 |
 |  3757 | -1.01417E-02  4.85356E-02  4.90437E-02 |
 |  3758 | -8.14725E-03  3.89277E-02  4.90386E-02 |
 |  3759 | -6.11921E-03  2.92220E-02  4.90353E-02 |
 |  3760 | -4.09116E-03  1.95164E-02  4.90320E-02 |
 |  3761 | -2.04577E-03  9.75977E-03  4.90310E-02 |
 |  3762 | -3.82632E-07  3.10769E-06  4.90300E-02 |
 |  3763 |  2.04503E-03 -9.75357E-03  4.90310E-02 |
 |  3764 |  4.09043E-03 -1.95102E-02  4.90319E-02 |
 |  3765 |  6.11856E-03 -2.92159E-02  4.90352E-02 |
 |  3766 |  8.14668E-03 -3.89216E-02  4.90385E-02 |
 |  3767 |  1.01413E-02 -4.85296E-02  4.90436E-02 |
 |  3768 |  1.21359E-02 -5.81376E-02  4.90487E-02 |
 |  3769 |  1.40806E-02 -6.76105E-02  4.90556E-02 |
 |  3770 |  1.60253E-02 -7.70834E-02  4.90626E-02 |
 |  3771 |  1.79069E-02 -8.63976E-02  4.90715E-02 |
 |  3772 |  1.97885E-02 -9.57118E-02  4.90803E-02 |
 |  3773 | -1.86906E-02  8.92690E-02  4.75626E-02 |
 |  3774 | -1.51211E-02  7.17739E-02  4.75507E-02 |
 |  3775 | -1.14414E-02  5.40631E-02  4.75405E-02 |
 |  3776 | -7.67636E-03  3.61617E-02  4.75327E-02 |
 |  3777 | -3.85309E-03  1.81193E-02  4.75276E-02 |
 |  3778 | -2.60521E-07  2.32316E-06  4.75259E-02 |
 |  3779 |  3.85261E-03 -1.81147E-02  4.75275E-02 |
 |  3780 |  7.67601E-03 -3.61572E-02  4.75326E-02 |
 |  3781 |  1.14413E-02 -5.40587E-02  4.75403E-02 |
 |  3782 |  1.51213E-02 -7.17698E-02  4.75505E-02 |
 |  3783 |  1.86911E-02 -8.92651E-02  4.75625E-02 |
 |  3784 | -1.75930E-02  8.28209E-02  4.60447E-02 |
 |  3785 | -1.59049E-02  7.46399E-02  4.60416E-02 |
 |  3786 | -1.42169E-02  6.64588E-02  4.60385E-02 |
 |  3787 | -1.24817E-02  5.82208E-02  4.60354E-02 |
 |  3788 | -1.07466E-02  4.99828E-02  4.60322E-02 |
 |  3789 | -8.97604E-03  4.16893E-02  4.60295E-02 |
 |  3790 | -7.20546E-03  3.33957E-02  4.60268E-02 |
 |  3791 | -5.41024E-03  2.50590E-02  4.60250E-02 |
 |  3792 | -3.61501E-03  1.67223E-02  4.60232E-02 |
 |  3793 | -1.80757E-03  8.36190E-03  4.60225E-02 |
 |  3794 | -1.38411E-07  1.53862E-06  4.60218E-02 |
 |  3795 |  1.80732E-03 -8.35883E-03  4.60224E-02 |
 |  3796 |  3.61479E-03 -1.67192E-02  4.60231E-02 |
 |  3797 |  5.41007E-03 -2.50560E-02  4.60249E-02 |
 |  3798 |  7.20535E-03 -3.33927E-02  4.60267E-02 |
 |  3799 |  8.97602E-03 -4.16863E-02  4.60293E-02 |
 |  3800 |  1.07467E-02 -4.99799E-02  4.60320E-02 |
 |  3801 |  1.24820E-02 -5.82180E-02  4.60352E-02 |
 |  3802 |  1.42172E-02 -6.64561E-02  4.60384E-02 |
 |  3803 |  1.59055E-02 -7.46373E-02  4.60415E-02 |
 |  3804 |  1.75938E-02 -8.28185E-02  4.60446E-02 |
 |  3805 | -1.65305E-02  7.64434E-02  4.45294E-02 |
 |  3806 | -1.33397E-02  6.12096E-02  4.45288E-02 |
 |  3807 | -1.00735E-02  4.59593E-02  4.45264E-02 |
 |  3808 | -6.74881E-03  3.06718E-02  4.45234E-02 |
 |  3809 | -3.38442E-03  1.53475E-02  4.45210E-02 |
 |  3810 | -3.48311E-08  8.57801E-07  4.45200E-02 |
 |  3811 |  3.38438E-03 -1.53458E-02  4.45210E-02 |
 |  3812 |  6.74889E-03 -3.06702E-02  4.45233E-02 |
 |  3813 |  1.00738E-02 -4.59578E-02  4.45263E-02 |
 |  3814 |  1.33402E-02 -6.12082E-02  4.45286E-02 |
 |  3815 |  1.65313E-02 -7.64423E-02  4.45293E-02 |
 |  3816 | -1.54679E-02  7.00658E-02  4.30142E-02 |
 |  3817 | -1.39652E-02  6.30131E-02  4.30166E-02 |
 |  3818 | -1.24625E-02  5.59604E-02  4.30190E-02 |
 |  3819 | -1.09315E-02  4.89481E-02  4.30199E-02 |
 |  3820 | -9.40043E-03  4.19358E-02  4.30207E-02 |
 |  3821 | -7.84630E-03  3.49419E-02  4.30204E-02 |
 |  3822 | -6.29217E-03  2.79479E-02  4.30201E-02 |
 |  3823 | -4.72300E-03  2.09604E-02  4.30195E-02 |
 |  3824 | -3.15383E-03  1.39728E-02  4.30188E-02 |
 |  3825 | -1.57688E-03  6.98648E-03  4.30185E-02 |
 |  3826 |  6.87491E-08  1.76977E-07  4.30182E-02 |
 |  3827 |  1.57703E-03 -6.98614E-03  4.30185E-02 |
 |  3828 |  3.15398E-03 -1.39725E-02  4.30188E-02 |
 |  3829 |  4.72321E-03 -2.09601E-02  4.30194E-02 |
 |  3830 |  6.29243E-03 -2.79477E-02  4.30200E-02 |
 |  3831 |  7.84664E-03 -3.49416E-02  4.30203E-02 |
 |  3832 |  9.40085E-03 -4.19356E-02  4.30206E-02 |
 |  3833 |  1.09320E-02 -4.89480E-02  4.30197E-02 |
 |  3834 |  1.24632E-02 -5.59604E-02  4.30189E-02 |
 |  3835 |  1.39660E-02 -6.30132E-02  4.30165E-02 |
 |  3836 |  1.54688E-02 -7.00661E-02  4.30141E-02 |
 |  3837 | -1.44532E-02  6.38561E-02  4.14969E-02 |
 |  3838 | -1.16276E-02  5.08615E-02  4.15079E-02 |
 |  3839 | -8.75861E-03  3.80332E-02  4.15136E-02 |
 |  3840 | -5.85693E-03  2.53093E-02  4.15151E-02 |
 |  3841 | -2.93374E-03  1.26424E-02  4.15146E-02 |
 |  3842 |  1.39081E-07 -3.81697E-07  4.15142E-02 |
 |  3843 |  2.93405E-03 -1.26432E-02  4.15145E-02 |
 |  3844 |  5.85732E-03 -2.53102E-02  4.15150E-02 |
 |  3845 |  8.75915E-03 -3.80342E-02  4.15135E-02 |
 |  3846 |  1.16284E-02 -5.08626E-02  4.15078E-02 |
 |  3847 |  1.44542E-02 -6.38572E-02  4.14968E-02 |
 |  3848 | -1.34385E-02  5.76463E-02  3.99796E-02 |
 |  3849 | -1.21157E-02  5.17044E-02  3.99882E-02 |
 |  3850 | -1.07928E-02  4.57625E-02  3.99968E-02 |
 |  3851 | -9.45478E-03  3.99466E-02  4.00016E-02 |
 |  3852 | -8.11680E-03  3.41307E-02  4.00064E-02 |
 |  3853 | -6.76924E-03  2.84006E-02  4.00083E-02 |
 |  3854 | -5.42169E-03  2.26706E-02  4.00102E-02 |
 |  3855 | -4.06767E-03  1.69913E-02  4.00102E-02 |
 |  3856 | -2.71365E-03  1.13121E-02  4.00103E-02 |
 |  3857 | -1.35672E-03  5.65557E-03  4.00103E-02 |
 |  3858 |  2.09413E-07 -9.40371E-07  4.00103E-02 |
 |  3859 |  1.35716E-03 -5.65747E-03  4.00103E-02 |
 |  3860 |  2.71411E-03 -1.13140E-02  4.00103E-02 |
 |  3861 |  4.06816E-03 -1.69933E-02  4.00102E-02 |
 |  3862 |  5.42221E-03 -2.26726E-02  4.00101E-02 |
 |  3863 |  6.76983E-03 -2.84027E-02  4.00082E-02 |
 |  3864 |  8.11746E-03 -3.41328E-02  4.00063E-02 |
 |  3865 |  9.45553E-03 -3.99488E-02  4.00015E-02 |
 |  3866 |  1.07936E-02 -4.57647E-02  3.99967E-02 |
 |  3867 |  1.21166E-02 -5.17066E-02  3.99881E-02 |
 |  3868 |  1.34396E-02 -5.76484E-02  3.99795E-02 |
 |  3869 | -1.24956E-02  5.17244E-02  3.84566E-02 |
 |  3870 | -1.00134E-02  4.09003E-02  3.84809E-02 |
 |  3871 | -7.51730E-03  3.04162E-02  3.84946E-02 |
 |  3872 | -5.01416E-03  2.01646E-02  3.84994E-02 |
 |  3873 | -2.50765E-03  1.00504E-02  3.84999E-02 |
 |  3874 |  2.61998E-07 -1.34695E-06  3.84995E-02 |
 |  3875 |  2.50819E-03 -1.00532E-02  3.84998E-02 |
 |  3876 |  5.01478E-03 -2.01675E-02  3.84993E-02 |
 |  3877 |  7.51803E-03 -3.04193E-02  3.84944E-02 |
 |  3878 |  1.00143E-02 -4.09034E-02  3.84808E-02 |
 |  3879 |  1.24967E-02 -5.17275E-02  3.84565E-02 |
 |  3880 | -1.15526E-02  4.58025E-02  3.69336E-02 |
 |  3881 | -1.03934E-02  4.09203E-02  3.69492E-02 |
 |  3882 | -9.23411E-03  3.60380E-02  3.69649E-02 |
 |  3883 | -8.07596E-03  3.13699E-02  3.69738E-02 |
 |  3884 | -6.91781E-03  2.67018E-02  3.69827E-02 |
 |  3885 | -5.76222E-03  2.21802E-02  3.69857E-02 |
 |  3886 | -4.60664E-03  1.76586E-02  3.69887E-02 |
 |  3887 | -3.45414E-03  1.32237E-02  3.69891E-02 |
 |  3888 | -2.30165E-03  8.78881E-03  3.69895E-02 |
 |  3889 | -1.15067E-03  4.39353E-03  3.69891E-02 |
 |  3890 |  3.14584E-07 -1.75353E-06  3.69887E-02 |
 |  3891 |  1.15129E-03 -4.39707E-03  3.69891E-02 |
 |  3892 |  2.30227E-03 -8.79239E-03  3.69894E-02 |
 |  3893 |  3.45481E-03 -1.32274E-02  3.69890E-02 |
 |  3894 |  4.60735E-03 -1.76624E-02  3.69886E-02 |
 |  3895 |  5.76297E-03 -2.21840E-02  3.69856E-02 |
 |  3896 |  6.91859E-03 -2.67057E-02  3.69826E-02 |
 |  3897 |  8.07681E-03 -3.13739E-02  3.69737E-02 |
 |  3898 |  9.23504E-03 -3.60420E-02  3.69648E-02 |
 |  3899 |  1.03944E-02 -4.09243E-02  3.69492E-02 |
 |  3900 |  1.15538E-02 -4.58066E-02  3.69335E-02 |
 |  3901 | -1.06982E-02  4.02598E-02  3.54004E-02 |
 |  3902 | -8.52684E-03  3.15048E-02  3.54416E-02 |
 |  3903 | -6.37108E-03  2.32535E-02  3.54627E-02 |
 |  3904 | -4.23428E-03  1.53395E-02  3.54690E-02 |
 |  3905 | -2.11279E-03  7.62378E-03  3.54682E-02 |
