
 !***TRACE Bacon number     1 on file (47)***


 (1.n)= n (average) component(s) per node
 (2.n)= n (average) component(s) per element
 (3.n)= n component(s) per node per element

 --------------------------------------------------
 | Nodes |           Displ.(X,Y,Z)(1.3)           |
 |  1383 | -2.71781E-02 -1.09059E-01 -4.60966E-02 |
 |  1384 | -2.23819E-02 -9.58575E-02 -4.60899E-02 |
 |  1386 | -2.58149E-02 -1.00893E-01 -4.45668E-02 |
 |  1388 | -2.44518E-02 -9.27275E-02 -4.30370E-02 |
 |  1389 | -1.99582E-02 -8.13245E-02 -4.30434E-02 |
 |  1391 | -2.31503E-02 -8.47624E-02 -4.15065E-02 |
 |  1393 | -2.18487E-02 -7.67973E-02 -3.99760E-02 |
 |  1394 | -1.76439E-02 -6.71599E-02 -3.99934E-02 |
 |  1396 | -2.06292E-02 -6.91712E-02 -3.84370E-02 |
 |  1398 | -1.94098E-02 -6.15452E-02 -3.68980E-02 |
 |  1399 | -1.54830E-02 -5.36225E-02 -3.69298E-02 |
 |  1401 | -1.82968E-02 -5.44258E-02 -3.53488E-02 |
 |  1403 | -1.71838E-02 -4.73065E-02 -3.37996E-02 |
 |  1404 | -1.35169E-02 -4.09705E-02 -3.38453E-02 |
 |  1406 | -1.61989E-02 -4.08840E-02 -3.22356E-02 |
 |  1408 | -1.52140E-02 -3.44616E-02 -3.06715E-02 |
 |  1409 | -1.18001E-02 -2.95492E-02 -3.07355E-02 |
 |  1411 | -1.43728E-02 -2.89386E-02 -2.91003E-02 |
 |  1413 | -1.35315E-02 -2.34156E-02 -2.75292E-02 |
 |  1414 | -1.03787E-02 -1.97080E-02 -2.76083E-02 |
 |  1416 | -1.28331E-02 -1.89604E-02 -2.59701E-02 |
 |  1418 | -1.21347E-02 -1.45053E-02 -2.44111E-02 |
 |  1419 | -9.27764E-03 -1.17872E-02 -2.44917E-02 |
 |  1421 | -1.15820E-02 -1.12294E-02 -2.28886E-02 |
 |  1423 | -1.10293E-02 -7.95345E-03 -2.13662E-02 |
 |  1424 | -8.45555E-03 -5.99921E-03 -2.14157E-02 |
 |  1426 | -1.05868E-02 -5.78916E-03 -1.98817E-02 |
 |  1428 | -1.01443E-02 -3.62487E-03 -1.83971E-02 |
 |  1429 | -7.82622E-03 -2.30343E-03 -1.83940E-02 |
 |  1431 | -9.75974E-03 -2.36753E-03 -1.69536E-02 |
 |  1433 | -9.37514E-03 -1.11019E-03 -1.55101E-02 |
 |  1434 | -7.24229E-03 -2.40361E-04 -1.54320E-02 |
 |  1436 | -8.97680E-03 -4.68668E-04 -1.40896E-02 |
 |  1438 | -8.57847E-03  1.72853E-04 -1.26692E-02 |
 |  1439 | -6.58029E-03  7.44117E-04 -1.25287E-02 |
 |  1441 | -8.09978E-03  4.46607E-04 -1.12918E-02 |
 |  1443 | -7.62109E-03  7.20361E-04 -9.91445E-03 |
 |  1444 | -5.75820E-03  1.11543E-03 -9.70460E-03 |
 |  1446 | -7.01705E-03  7.93830E-04 -8.57396E-03 |
 |  1448 | -6.41301E-03  8.67300E-04 -7.23348E-03 |
 |  1449 | -4.72755E-03  1.14342E-03 -6.98529E-03 |
 |  1451 | -5.63338E-03  8.06547E-04 -5.98006E-03 |
 |  1453 | -4.85375E-03  7.45794E-04 -4.72663E-03 |
 |  1454 | -3.45461E-03  9.60828E-04 -4.42154E-03 |
 |  1456 | -3.83345E-03  5.62308E-04 -3.57730E-03 |
 |  1458 | -2.81314E-03  3.78822E-04 -2.42797E-03 |
 |  1459 | -1.88969E-03  5.68887E-04 -2.06757E-03 |
 |  1461 | -1.40657E-03  1.89411E-04 -1.21399E-03 |
 |  1463 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  1464 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  1469 |  4.70925E-02  2.14745E-01 -1.03494E-01 |
 |  1471 |  3.93993E-02  1.86510E-01 -1.01932E-01 |
 |  1472 |  4.71295E-02  2.14944E-01 -1.01640E-01 |
 |  1474 |  4.73103E-02  2.14946E-01 -1.00012E-01 |
 |  1476 |  4.05172E-02  1.89048E-01 -9.86117E-02 |
 |  1477 |  4.74912E-02  2.14948E-01 -9.83834E-02 |
 |  1479 |  4.79256E-02  2.16345E-01 -9.67440E-02 |
 |  1481 |  4.18167E-02  1.93267E-01 -9.52777E-02 |
 |  1482 |  4.83601E-02  2.17742E-01 -9.51047E-02 |
 |  1484 |  4.88963E-02  2.20094E-01 -9.34775E-02 |
 |  1486 |  4.30602E-02  1.98364E-01 -9.19274E-02 |
 |  1487 |  4.94326E-02  2.22445E-01 -9.18502E-02 |
 |  1489 |  4.99043E-02  2.24892E-01 -9.02138E-02 |
 |  1491 |  4.40001E-02  2.03326E-01 -8.85571E-02 |
 |  1492 |  5.03761E-02  2.27340E-01 -8.85773E-02 |
 |  1494 |  5.06584E-02  2.29148E-01 -8.69169E-02 |
 |  1496 |  4.44141E-02  2.06827E-01 -8.51490E-02 |
 |  1497 |  5.09407E-02  2.30956E-01 -8.52565E-02 |
 |  1499 |  5.09500E-02  2.31595E-01 -8.35432E-02 |
 |  1501 |  4.42128E-02  2.07871E-01 -8.16876E-02 |
 |  1502 |  5.09594E-02  2.32233E-01 -8.18298E-02 |
 |  1504 |  5.06564E-02  2.31461E-01 -8.00890E-02 |
 |  1506 |  4.34769E-02  2.06204E-01 -7.82054E-02 |
 |  1507 |  5.03535E-02  2.30689E-01 -7.83483E-02 |
 |  1509 |  4.97745E-02  2.28501E-01 -7.66136E-02 |
 |  1511 |  4.22919E-02  2.01922E-01 -7.47518E-02 |
 |  1512 |  4.91955E-02  2.26312E-01 -7.48790E-02 |
 |  1514 |  4.83898E-02  2.22837E-01 -7.31718E-02 |
 |  1516 |  4.07555E-02  1.95357E-01 -7.13551E-02 |
 |  1517 |  4.75841E-02  2.19363E-01 -7.14647E-02 |
 |  1519 |  4.66049E-02  2.14791E-01 -6.97917E-02 |
 |  1521 |  3.89473E-02  1.86891E-01 -6.80266E-02 |
 |  1522 |  4.56257E-02  2.10220E-01 -6.81187E-02 |
 |  1524 |  4.45111E-02  2.04710E-01 -6.64813E-02 |
 |  1526 |  3.69167E-02  1.76791E-01 -6.47648E-02 |
 |  1527 |  4.33965E-02  1.99201E-01 -6.48438E-02 |
 |  1529 |  4.21738E-02  1.92878E-01 -6.32346E-02 |
 |  1531 |  3.47053E-02  1.65312E-01 -6.15604E-02 |
 |  1532 |  4.09511E-02  1.86555E-01 -6.16254E-02 |
 |  1534 |  3.96440E-02  1.79569E-01 -6.00418E-02 |
 |  1536 |  3.23547E-02  1.52687E-01 -5.84048E-02 |
 |  1537 |  3.83370E-02  1.72582E-01 -5.84581E-02 |
 |  1539 |  3.69704E-02  1.65065E-01 -5.68943E-02 |
 |  1541 |  2.99060E-02  1.39181E-01 -5.52894E-02 |
 |  1542 |  3.56038E-02  1.57547E-01 -5.53306E-02 |
 |  1544 |  3.42018E-02  1.49647E-01 -5.37830E-02 |
 |  1546 |  2.73978E-02  1.25029E-01 -5.22046E-02 |
 |  1547 |  3.27999E-02  1.41748E-01 -5.22354E-02 |
 |  1549 |  3.13871E-02  1.33613E-01 -5.06970E-02 |
 |  1551 |  2.48752E-02  1.10501E-01 -4.91407E-02 |
 |  1552 |  2.99744E-02  1.25478E-01 -4.91586E-02 |
 |  1554 |  2.85750E-02  1.17258E-01 -4.76274E-02 |
 |  1556 |  2.23806E-02  9.58416E-02 -4.60894E-02 |
 |  1557 |  2.71756E-02  1.09037E-01 -4.60961E-02 |
 |  1559 |  2.58127E-02  1.00873E-01 -4.45664E-02 |
 |  1561 |  1.99571E-02  8.13096E-02 -4.30431E-02 |
 |  1562 |  2.44497E-02  9.27080E-02 -4.30366E-02 |
 |  1564 |  2.31485E-02  8.47437E-02 -4.15062E-02 |
 |  1566 |  1.76431E-02  6.71460E-02 -3.99931E-02 |
 |  1567 |  2.18472E-02  7.67794E-02 -3.99758E-02 |
 |  1569 |  2.06279E-02  6.91543E-02 -3.84368E-02 |
 |  1571 |  1.54825E-02  5.36098E-02 -3.69297E-02 |
 |  1572 |  1.94086E-02  6.15292E-02 -3.68978E-02 |
 |  1574 |  1.82957E-02  5.44106E-02 -3.53487E-02 |
 |  1576 |  1.35167E-02  4.09590E-02 -3.38453E-02 |
 |  1577 |  1.71829E-02  4.72921E-02 -3.37996E-02 |
 |  1579 |  1.61982E-02  4.08705E-02 -3.22356E-02 |
 |  1581 |  1.18001E-02  2.95390E-02 -3.07356E-02 |
 |  1582 |  1.52135E-02  3.44489E-02 -3.06716E-02 |
 |  1584 |  1.43724E-02  2.89267E-02 -2.91004E-02 |
 |  1586 |  1.03788E-02  1.96990E-02 -2.76084E-02 |
 |  1587 |  1.35312E-02  2.34044E-02 -2.75293E-02 |
 |  1589 |  1.28330E-02  1.89502E-02 -2.59702E-02 |
 |  1591 |  9.27797E-03  1.17794E-02 -2.44918E-02 |
 |  1592 |  1.21347E-02  1.44959E-02 -2.44112E-02 |
 |  1594 |  1.15821E-02  1.12208E-02 -2.28888E-02 |
 |  1596 |  8.45606E-03  5.99284E-03 -2.14158E-02 |
 |  1597 |  1.10295E-02  7.94566E-03 -2.13664E-02 |
 |  1599 |  1.05872E-02  5.78231E-03 -1.98818E-02 |
 |  1601 |  7.82690E-03  2.29849E-03 -1.83941E-02 |
 |  1602 |  1.01448E-02  3.61895E-03 -1.83972E-02 |
 |  1604 |  9.76028E-03  2.36256E-03 -1.69538E-02 |
 |  1606 |  7.24314E-03  2.36998E-04 -1.54321E-02 |
 |  1607 |  9.37576E-03  1.10616E-03 -1.55103E-02 |
 |  1609 |  8.97746E-03  4.65492E-04 -1.40899E-02 |
 |  1611 |  6.58123E-03 -7.46098E-04 -1.25289E-02 |
 |  1612 |  8.57915E-03 -1.75178E-04 -1.26694E-02 |
 |  1614 |  8.10050E-03 -4.48336E-04 -1.12921E-02 |
 |  1616 |  5.75900E-03 -1.11654E-03 -9.70486E-03 |
 |  1617 |  7.62186E-03 -7.21495E-04 -9.91480E-03 |
 |  1619 |  7.01776E-03 -7.94631E-04 -8.57429E-03 |
 |  1621 |  4.72818E-03 -1.14397E-03 -6.98551E-03 |
 |  1622 |  6.41366E-03 -8.67767E-04 -7.23378E-03 |
 |  1624 |  5.63394E-03 -8.06862E-04 -5.98032E-03 |
 |  1626 |  3.45503E-03 -9.61052E-04 -4.42172E-03 |
 |  1627 |  4.85422E-03 -7.45958E-04 -4.72687E-03 |
 |  1629 |  3.83382E-03 -5.62377E-04 -3.57750E-03 |
 |  1631 |  1.88986E-03 -5.69056E-04 -2.06767E-03 |
 |  1632 |  2.81343E-03 -3.78797E-04 -2.42813E-03 |
 |  1634 |  1.40672E-03 -1.89399E-04 -1.21406E-03 |
 |  1636 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  1637 |  0.00000E+00  0.00000E+00  0.00000E+00 |
 |  1638 |  2.18639E-03  1.75593E-01 -1.94778E-03 |
 |  1639 |  2.22434E-03  1.78041E-01 -1.70730E-03 |
 |  1640 |  2.26228E-03  1.80489E-01 -1.46681E-03 |
 |  1641 |  2.23339E-03  1.83820E-01 -1.17371E-03 |
 |  1642 |  2.20450E-03  1.87151E-01 -8.80606E-04 |
 |  1643 |  3.82690E-03  1.75598E-01 -3.61188E-03 |
 |  1644 |  4.02218E-03  1.80433E-01 -2.76005E-03 |
 |  1645 |  3.96506E-03  1.87033E-01 -1.68450E-03 |
 |  1646 |  5.46740E-03  1.75603E-01 -5.27599E-03 |
 |  1647 |  5.62474E-03  1.77990E-01 -4.66463E-03 |
 |  1648 |  5.78208E-03  1.80377E-01 -4.05328E-03 |
 |  1649 |  5.75384E-03  1.83646E-01 -3.27084E-03 |
 |  1650 |  5.72561E-03  1.86916E-01 -2.48840E-03 |
 |  1651 |  7.08123E-03  1.75629E-01 -6.99092E-03 |
 |  1652 |  7.55901E-03  1.80286E-01 -5.41966E-03 |
 |  1653 |  7.56112E-03  1.86668E-01 -3.37007E-03 |
 |  1654 |  8.69506E-03  1.75656E-01 -8.70584E-03 |
 |  1655 |  9.01551E-03  1.77925E-01 -7.74594E-03 |
 |  1656 |  9.33595E-03  1.80195E-01 -6.78603E-03 |
 |  1657 |  9.36629E-03  1.83307E-01 -5.51888E-03 |
 |  1658 |  9.39663E-03  1.86420E-01 -4.25173E-03 |
 |  1659 |  1.19912E-02  1.75995E-01 -1.24054E-02 |
 |  1660 |  1.21176E-02  1.80252E-01 -9.02373E-03 |
 |  1661 |  1.14482E-02  1.86124E-01 -5.21505E-03 |
 |  1662 |  1.52873E-02  1.76333E-01 -1.61049E-02 |
 |  1663 |  1.50932E-02  1.78321E-01 -1.36832E-02 |
 |  1664 |  1.48992E-02  1.80308E-01 -1.12614E-02 |
 |  1665 |  1.41995E-02  1.83068E-01 -8.71989E-03 |
 |  1666 |  1.34999E-02  1.85828E-01 -6.17836E-03 |
 |  1667 |  1.82609E-02  1.77146E-01 -1.95841E-02 |
 |  1668 |  1.75370E-02  1.80735E-01 -1.33331E-02 |
 |  1669 |  1.55728E-02  1.85643E-01 -6.99547E-03 |
 |  1670 |  2.12346E-02  1.77958E-01 -2.30633E-02 |
 |  1671 |  2.07047E-02  1.79560E-01 -1.92341E-02 |
 |  1672 |  2.01749E-02  1.81162E-01 -1.54048E-02 |
 |  1673 |  1.89103E-02  1.83310E-01 -1.16087E-02 |
 |  1674 |  1.76457E-02  1.85459E-01 -7.81259E-03 |
 |  1675 |  2.37304E-02  1.79040E-01 -2.59479E-02 |
 |  1676 |  2.24533E-02  1.81803E-01 -1.70361E-02 |
 |  1677 |  1.96964E-02  1.85316E-01 -8.33023E-03 |
 |  1678 |  2.62261E-02  1.80121E-01 -2.88324E-02 |
 |  1679 |  2.54789E-02  1.81282E-01 -2.37499E-02 |
 |  1680 |  2.47317E-02  1.82444E-01 -1.86673E-02 |
 |  1681 |  2.32394E-02  1.83808E-01 -1.37576E-02 |
 |  1682 |  2.17471E-02  1.85173E-01 -8.84787E-03 |
 |  1683 |  2.81322E-02  1.81178E-01 -3.07492E-02 |
 |  1684 |  2.65565E-02  1.83059E-01 -1.96040E-02 |
 |  1685 |  2.36842E-02  1.84987E-01 -8.92505E-03 |
 |  1686 |  3.00382E-02  1.82235E-01 -3.26659E-02 |
 |  1687 |  2.92098E-02  1.82954E-01 -2.66033E-02 |
 |  1688 |  2.83813E-02  1.83674E-01 -2.05407E-02 |
 |  1689 |  2.70013E-02  1.84237E-01 -1.47715E-02 |
 |  1690 |  2.56213E-02  1.84801E-01 -9.00224E-03 |
 |  1691 |  3.14024E-02  1.82966E-01 -3.33079E-02 |
 |  1692 |  2.97692E-02  1.83991E-01 -2.05688E-02 |
 |  1693 |  2.73886E-02  1.84504E-01 -8.52258E-03 |
 |  1694 |  3.27666E-02  1.83698E-01 -3.39498E-02 |
 |  1695 |  3.19618E-02  1.84003E-01 -2.72733E-02 |
 |  1696 |  3.11570E-02  1.84308E-01 -2.05969E-02 |
 |  1697 |  3.01565E-02  1.84257E-01 -1.43199E-02 |
 |  1698 |  2.91559E-02  1.84207E-01 -8.04293E-03 |
 |  1699 |  3.37696E-02  1.83877E-01 -3.30760E-02 |
 |  1700 |  3.23002E-02  1.84183E-01 -1.95619E-02 |
 |  1701 |  3.06750E-02  1.83747E-01 -6.92747E-03 |
 |  1702 |  3.47725E-02  1.84055E-01 -3.22023E-02 |
 |  1703 |  3.41079E-02  1.84057E-01 -2.53646E-02 |
 |  1704 |  3.34433E-02  1.84058E-01 -1.85269E-02 |
 |  1705 |  3.28187E-02  1.83672E-01 -1.21695E-02 |
 |  1706 |  3.21941E-02  1.83287E-01 -5.81202E-03 |
 |  1707 |  3.57828E-02  1.83474E-01 -3.02625E-02 |
 |  1708 |  3.51225E-02  1.83186E-01 -1.60510E-02 |
 |  1709 |  3.48554E-02  1.82157E-01 -2.55662E-03 |
 |  1710 |  3.67930E-02  1.82892E-01 -2.83226E-02 |
 |  1711 |  3.67974E-02  1.82603E-01 -2.09488E-02 |
 |  1712 |  3.68017E-02  1.82314E-01 -1.35750E-02 |
 |  1713 |  3.71592E-02  1.81670E-01 -6.43812E-03 |
 |  1714 |  3.75167E-02  1.81026E-01  6.98772E-04 |
 |  1715 |  3.77991E-02  1.81698E-01 -2.64472E-02 |
 |  1716 |  3.83743E-02  1.80934E-01 -1.12294E-02 |
 |  1717 |  3.96047E-02  1.79615E-01  3.61663E-03 |
 |  1718 |  3.88051E-02  1.80505E-01 -2.45718E-02 |
 |  1719 |  3.93760E-02  1.80030E-01 -1.67278E-02 |
 |  1720 |  3.99470E-02  1.79554E-01 -8.88384E-03 |
 |  1721 |  4.08198E-02  1.78880E-01 -1.17467E-03 |
 |  1722 |  4.16926E-02  1.78205E-01  6.53450E-03 |
 |  1723 |  3.97033E-02  1.78822E-01 -2.28721E-02 |
 |  1724 |  4.13147E-02  1.77809E-01 -6.82807E-03 |
 |  1725 |  4.34815E-02  1.76417E-01  8.99648E-03 |
 |  1726 |  4.06015E-02  1.77139E-01 -2.11724E-02 |
 |  1727 |  4.16419E-02  1.76601E-01 -1.29723E-02 |
 |  1728 |  4.26824E-02  1.76063E-01 -4.77230E-03 |
 |  1729 |  4.39764E-02  1.75346E-01  3.34308E-03 |
 |  1730 |  4.52704E-02  1.74630E-01  1.14585E-02 |
 |  1731 |  4.13494E-02  1.75049E-01 -1.97091E-02 |
 |  1732 |  4.38392E-02  1.73920E-01 -3.06876E-03 |
 |  1733 |  4.68291E-02  1.72465E-01  1.34293E-02 |
 |  1734 |  4.20974E-02  1.72960E-01 -1.82458E-02 |
 |  1735 |  4.35467E-02  1.72369E-01 -9.80551E-03 |
 |  1736 |  4.49961E-02  1.71778E-01 -1.36521E-03 |
 |  1737 |  4.66920E-02  1.71038E-01  7.01751E-03 |
 |  1738 |  4.83879E-02  1.70299E-01  1.54002E-02 |
 |  1739 |  4.26851E-02  1.70467E-01 -1.70369E-02 |
 |  1740 |  4.59566E-02  1.69254E-01 -2.71303E-05 |
 |  1741 |  4.97195E-02  1.67753E-01  1.68850E-02 |
 |  1742 |  4.32729E-02  1.67973E-01 -1.58280E-02 |
 |  1743 |  4.50950E-02  1.67352E-01 -7.25851E-03 |
 |  1744 |  4.69172E-02  1.66731E-01  1.31095E-03 |
 |  1745 |  4.89841E-02  1.65969E-01  9.84034E-03 |
 |  1746 |  5.10511E-02  1.65207E-01  1.83697E-02 |
 |  1747 |  4.36829E-02  1.65114E-01 -1.48697E-02 |
 |  1748 |  4.76868E-02  1.63850E-01  2.29802E-03 |
 |  1749 |  5.21622E-02  1.62309E-01  1.93966E-02 |
 |  1750 |  4.40928E-02  1.62255E-01 -1.39115E-02 |
 |  1751 |  4.62746E-02  1.61613E-01 -5.31319E-03 |
 |  1752 |  4.84563E-02  1.60970E-01  3.28509E-03 |
 |  1753 |  5.08648E-02  1.60191E-01  1.18543E-02 |
 |  1754 |  5.32733E-02  1.59412E-01  2.04235E-02 |
 |  1755 |  4.43765E-02  1.59079E-01 -1.31878E-02 |
 |  1756 |  4.90384E-02  1.57765E-01  3.94790E-03 |
 |  1757 |  5.41653E-02  1.56202E-01  2.10334E-02 |
 |  1758 |  4.46602E-02  1.55903E-01 -1.24641E-02 |
 |  1759 |  4.71404E-02  1.55231E-01 -3.92671E-03 |
 |  1760 |  4.96205E-02  1.54560E-01  4.61071E-03 |
 |  1761 |  5.23389E-02  1.53776E-01  1.31270E-02 |
 |  1762 |  5.50573E-02  1.52992E-01  2.16433E-02 |
 |  1763 |  4.47949E-02  1.52422E-01 -1.19524E-02 |
 |  1764 |  5.00279E-02  1.51078E-01  4.98283E-03 |
 |  1765 |  5.57355E-02  1.49501E-01  2.18820E-02 |
 |  1766 |  4.49296E-02  1.48941E-01 -1.14407E-02 |
 |  1767 |  4.76824E-02  1.48269E-01 -3.04289E-03 |
 |  1768 |  5.04352E-02  1.47597E-01  5.35496E-03 |
 |  1769 |  5.34245E-02  1.46804E-01  1.37379E-02 |
 |  1770 |  5.64137E-02  1.46010E-01  2.21208E-02 |
 |  1771 |  4.49330E-02  1.45234E-01 -1.11192E-02 |
 |  1772 |  5.06728E-02  1.43868E-01  5.47183E-03 |
 |  1773 |  5.68896E-02  1.42287E-01  2.20355E-02 |
 |  1774 |  4.49363E-02  1.41528E-01 -1.07977E-02 |
 |  1775 |  4.79233E-02  1.40834E-01 -2.60450E-03 |
 |  1776 |  5.09103E-02  1.40140E-01  5.58870E-03 |
 |  1777 |  5.41379E-02  1.39351E-01  1.37694E-02 |
 |  1778 |  5.73655E-02  1.38563E-01  2.19502E-02 |
 |  1779 |  4.48125E-02  1.37593E-01 -1.06377E-02 |
 |  1780 |  5.09881E-02  1.36207E-01  5.48557E-03 |
 |  1781 |  5.76430E-02  1.34633E-01  2.15866E-02 |
 |  1782 |  4.46886E-02  1.33659E-01 -1.04778E-02 |
 |  1783 |  4.78772E-02  1.32966E-01 -2.54768E-03 |
 |  1784 |  5.10658E-02  1.32273E-01  5.38244E-03 |
 |  1785 |  5.44931E-02  1.31488E-01  1.33028E-02 |
 |  1786 |  5.79204E-02  1.30703E-01  2.12231E-02 |
 |  1787 |  4.44367E-02  1.29542E-01 -1.04535E-02 |
 |  1788 |  5.09828E-02  1.28163E-01  5.09394E-03 |
 |  1789 |  5.80090E-02  1.26608E-01  2.06249E-02 |
 |  1790 |  4.41848E-02  1.25426E-01 -1.04291E-02 |
 |  1791 |  4.75423E-02  1.24739E-01 -2.81185E-03 |
 |  1792 |  5.08998E-02  1.24052E-01  4.80545E-03 |
 |  1793 |  5.44987E-02  1.23282E-01  1.24161E-02 |
 |  1794 |  5.80977E-02  1.22512E-01  2.00268E-02 |
 |  1795 |  4.38198E-02  1.21175E-01 -1.05203E-02 |
 |  1796 |  5.06665E-02  1.19807E-01  4.36294E-03 |
 |  1797 |  5.79986E-02  1.18285E-01  1.92345E-02 |
 |  1798 |  4.34548E-02  1.16924E-01 -1.06114E-02 |
 |  1799 |  4.69440E-02  1.16243E-01 -3.34550E-03 |
 |  1800 |  5.04332E-02  1.15562E-01  3.92044E-03 |
 |  1801 |  5.41664E-02  1.14810E-01  1.11813E-02 |
 |  1802 |  5.78996E-02  1.14058E-01  1.84422E-02 |
 |  1803 |  4.29783E-02  1.12566E-01 -1.07961E-02 |
 |  1804 |  5.00555E-02  1.11220E-01  3.35316E-03 |
 |  1805 |  5.76223E-02  1.09739E-01  1.74932E-02 |
 |  1806 |  4.25018E-02  1.08207E-01 -1.09807E-02 |
 |  1807 |  4.60898E-02  1.07542E-01 -4.09740E-03 |
 |  1808 |  4.96777E-02  1.06878E-01  2.78589E-03 |
 |  1809 |  5.35113E-02  1.06149E-01  9.66505E-03 |
 |  1810 |  5.73449E-02  1.05419E-01  1.65442E-02 |
 |  1811 |  4.19207E-02  1.03783E-01 -1.12370E-02 |
 |  1812 |  4.91605E-02  1.02472E-01  2.12189E-03 |
 |  1813 |  5.68959E-02  1.01044E-01  1.54737E-02 |
 |  1814 |  4.13396E-02  9.93587E-02 -1.14934E-02 |
 |  1815 |  4.49914E-02  9.87124E-02 -5.01773E-03 |
 |  1816 |  4.86433E-02  9.80660E-02  1.45790E-03 |
 |  1817 |  5.25450E-02  9.73670E-02  7.93054E-03 |
 |  1818 |  5.64468E-02  9.66680E-02  1.44032E-02 |
 |  1819 |  4.06545E-02  9.48998E-02 -1.18022E-02 |
 |  1820 |  4.79936E-02  9.36335E-02  7.23986E-04 |
 |  1821 |  5.58304E-02  9.22696E-02  1.32448E-02 |
 |  1822 |  3.99694E-02  9.04409E-02 -1.21110E-02 |
 |  1823 |  4.36566E-02  8.98209E-02 -6.06046E-03 |
 |  1824 |  4.73439E-02  8.92010E-02 -9.92799E-06 |
 |  1825 |  5.12790E-02  8.85361E-02  6.03827E-03 |
 |  1826 |  5.52141E-02  8.78712E-02  1.20865E-02 |
 |  1827 |  3.91914E-02  8.59828E-02 -1.24508E-02 |
 |  1828 |  4.65647E-02  8.47756E-02 -7.87501E-04 |
 |  1829 |  5.44368E-02  8.34882E-02  1.08723E-02 |
 |  1830 |  3.84133E-02  8.15247E-02 -1.27907E-02 |
 |  1831 |  4.20994E-02  8.09375E-02 -7.17788E-03 |
 |  1832 |  4.57855E-02  8.03502E-02 -1.56507E-03 |
 |  1833 |  4.97225E-02  7.97276E-02  4.04657E-03 |
 |  1834 |  5.36594E-02  7.91051E-02  9.65820E-03 |
 |  1835 |  3.75481E-02  7.71097E-02 -1.31453E-02 |
 |  1836 |  4.48847E-02  7.59720E-02 -2.36213E-03 |
 |  1837 |  5.27259E-02  7.47719E-02  8.41899E-03 |
 |  1838 |  3.66828E-02  7.26946E-02 -1.35000E-02 |
 |  1839 |  4.03334E-02  7.21442E-02 -8.32958E-03 |
 |  1840 |  4.39839E-02  7.15938E-02 -3.15919E-03 |
 |  1841 |  4.78882E-02  7.10162E-02  2.01030E-03 |
 |  1842 |  5.17925E-02  7.04387E-02  7.17979E-03 |
 |  1843 |  3.57355E-02  6.83579E-02 -1.38492E-02 |
 |  1844 |  4.29689E-02  6.72960E-02 -3.95186E-03 |
 |  1845 |  5.07088E-02  6.61935E-02  5.94448E-03 |
 |  1846 |  3.47882E-02  6.40212E-02 -1.41985E-02 |
 |  1847 |  3.83711E-02  6.35097E-02 -9.47149E-03 |
 |  1848 |  4.19539E-02  6.29982E-02 -4.74452E-03 |
 |  1849 |  4.57895E-02  6.24733E-02 -1.76767E-05 |
 |  1850 |  4.96251E-02  6.19483E-02  4.70916E-03 |
 |  1851 |  3.37702E-02  5.97896E-02 -1.45266E-02 |
 |  1852 |  4.08289E-02  5.88190E-02 -5.51087E-03 |
 |  1853 |  4.83960E-02  5.78292E-02  3.50505E-03 |
 |  1854 |  3.27522E-02  5.55581E-02 -1.48548E-02 |
 |  1855 |  3.62280E-02  5.50989E-02 -1.05660E-02 |
 |  1856 |  3.97039E-02  5.46398E-02 -6.27723E-03 |
 |  1857 |  4.34354E-02  5.41750E-02 -1.98815E-03 |
 |  1858 |  4.71670E-02  5.37102E-02  2.30093E-03 |
 |  1859 |  3.16629E-02  5.14819E-02 -1.51464E-02 |
 |  1860 |  3.84738E-02  5.06214E-02 -6.99659E-03 |
 |  1861 |  4.58015E-02  4.97538E-02  1.15371E-03 |
 |  1862 |  3.05737E-02  4.74057E-02 -1.54380E-02 |
 |  1863 |  3.39087E-02  4.70043E-02 -1.15770E-02 |
 |  1864 |  3.72438E-02  4.66030E-02 -7.71594E-03 |
 |  1865 |  4.08399E-02  4.62003E-02 -3.85473E-03 |
 |  1866 |  4.44359E-02  4.57975E-02  6.48979E-06 |
 |  1867 |  2.94177E-02  4.35260E-02 -1.56759E-02 |
 |  1868 |  3.59177E-02  4.27772E-02 -8.36792E-03 |
 |  1869 |  4.29405E-02  4.20417E-02 -1.05964E-03 |
 |  1870 |  2.82617E-02  3.96464E-02 -1.59137E-02 |
 |  1871 |  3.14267E-02  3.92989E-02 -1.24668E-02 |
 |  1872 |  3.45916E-02  3.89514E-02 -9.01990E-03 |
 |  1873 |  3.80183E-02  3.86186E-02 -5.57283E-03 |
 |  1874 |  4.14451E-02  3.82858E-02 -2.12577E-03 |
 |  1875 |  2.70451E-02  3.59797E-02 -1.60842E-02 |
 |  1876 |  3.31736E-02  3.53530E-02 -9.58631E-03 |
 |  1877 |  3.98266E-02  3.47595E-02 -3.08867E-03 |
 |  1878 |  2.58284E-02  3.23130E-02 -1.62548E-02 |
 |  1879 |  2.87920E-02  3.20338E-02 -1.32038E-02 |
 |  1880 |  3.17555E-02  3.17546E-02 -1.01527E-02 |
 |  1881 |  3.49818E-02  3.14938E-02 -7.10215E-03 |
 |  1882 |  3.82081E-02  3.12331E-02 -4.05158E-03 |
