
 !***TRACE Bacon number     1 on file (49)***


 (1.n)= n (average) component(s) per node
 (2.n)= n (average) component(s) per element
 (3.n)= n component(s) per node per element

 --------------------------------
 | Elements | V. Mises:U.S(2.1) |
 |      789 |       3.94163E+01 |
 |      790 |       6.11458E+01 |
 |      791 |       4.00268E+01 |
 |      792 |       6.82514E+01 |
 |      793 |       4.04892E+01 |
 |      794 |       7.10634E+01 |
 |      795 |       4.18767E+01 |
 |      796 |       6.87210E+01 |
 |      797 |       4.32466E+01 |
 |      798 |       6.12470E+01 |
 |      799 |       4.12571E+01 |
 |      800 |       5.30732E+01 |
 |      801 |       3.72544E+01 |
 |      802 |       4.66765E+01 |
 |      803 |       3.30959E+01 |
 |      804 |       4.08388E+01 |
 |      805 |       2.90748E+01 |
 |      806 |       3.52425E+01 |
 |      807 |       2.50573E+01 |
 |      808 |       2.97124E+01 |
 |      809 |       2.12088E+01 |
 |      810 |       2.41799E+01 |
 |      811 |       1.74992E+01 |
 |      812 |       1.85857E+01 |
 |      813 |       1.42170E+01 |
 |      814 |       1.29954E+01 |
 |      815 |       1.16804E+01 |
 |      816 |       7.58467E+00 |
 |      817 |       1.03725E+01 |
 |      818 |       3.00870E+00 |
 |      819 |       1.07335E+01 |
 |      820 |       4.85857E+00 |
 |      821 |       1.26992E+01 |
 |      822 |       1.00486E+01 |
 |      823 |       1.56287E+01 |
 |      824 |       1.55258E+01 |
 |      825 |       1.90401E+01 |
 |      826 |       2.10635E+01 |
 |      827 |       2.27925E+01 |
 |      828 |       2.66949E+01 |
 |      829 |       2.67741E+01 |
 |      830 |       3.22998E+01 |
 |      831 |       3.06496E+01 |
 |      832 |       3.78913E+01 |
 |      833 |       3.48769E+01 |
 |      834 |       4.35371E+01 |
 |      835 |       3.90595E+01 |
 |      836 |       4.92562E+01 |
 |      837 |       4.30866E+01 |
 |      838 |       5.50676E+01 |
 |      839 |       4.78183E+01 |
 |      840 |       6.06848E+01 |
 |      841 |       5.20020E+01 |
 |      842 |       6.63349E+01 |
 |      843 |       5.63758E+01 |
 |      844 |       7.21516E+01 |
 |      845 |       6.00397E+01 |
 |      846 |       7.92733E+01 |
 |      847 |       5.91030E+01 |
 |      848 |       9.02087E+01 |
 |      849 |       5.22227E+01 |
 |      850 |       9.86205E+01 |
 |      851 |       4.77702E+01 |
 |      852 |       9.72626E+01 |
 |      853 |       4.91063E+01 |
 |      854 |       8.95245E+01 |
 |      855 |       5.06080E+01 |
 |      856 |       7.62366E+01 |
 |      857 |       4.89493E+01 |
 |      858 |       5.90510E+01 |
 |      859 |       4.35082E+01 |
 |      860 |       4.08524E+01 |
 |      861 |       3.77887E+01 |
 |      862 |       2.48007E+01 |
 |      863 |       3.40330E+01 |
 |      864 |       1.42542E+01 |
 |      865 |       3.18073E+01 |
 |      866 |       2.29555E+01 |
 |      867 |       1.95038E+01 |
 |      868 |       1.99155E+01 |
 |      869 |       2.00281E+01 |
 |      870 |       2.00286E+01 |
 |      871 |       1.99267E+01 |
 |      872 |       1.95324E+01 |
 |      873 |       2.30461E+01 |
 |      874 |       3.19472E+01 |
 |      875 |       2.44050E+01 |
 |      876 |       2.26441E+01 |
 |      877 |       2.06514E+01 |
 |      878 |       2.00960E+01 |
 |      879 |       2.01152E+01 |
 |      880 |       2.01204E+01 |
 |      881 |       2.01133E+01 |
 |      882 |       2.06569E+01 |
 |      883 |       2.26377E+01 |
 |      884 |       2.42637E+01 |
 |      885 |       1.90521E+01 |
 |      886 |       2.09537E+01 |
 |      887 |       2.12721E+01 |
 |      888 |       2.09643E+01 |
 |      889 |       2.07928E+01 |
 |      890 |       2.07984E+01 |
 |      891 |       2.09798E+01 |
 |      892 |       2.12940E+01 |
 |      893 |       2.10233E+01 |
 |      894 |       1.93488E+01 |
 |      895 |       1.61132E+01 |
 |      896 |       1.96326E+01 |
 |      897 |       2.11497E+01 |
 |      898 |       2.14715E+01 |
 |      899 |       2.14408E+01 |
 |      900 |       2.14453E+01 |
 |      901 |       2.14854E+01 |
 |      902 |       2.11711E+01 |
 |      903 |       1.96833E+01 |
 |      904 |       1.63244E+01 |
 |      905 |       1.46764E+01 |
 |      906 |       1.89763E+01 |
 |      907 |       2.08051E+01 |
 |      908 |       2.14452E+01 |
 |      909 |       2.16098E+01 |
 |      910 |       2.16127E+01 |
 |      911 |       2.14531E+01 |
 |      912 |       2.08075E+01 |
 |      913 |       1.89603E+01 |
 |      914 |       1.47951E+01 |
 |      915 |       1.56516E+01 |
 |      916 |       1.86431E+01 |
 |      917 |       2.02337E+01 |
 |      918 |       2.09668E+01 |
 |      919 |       2.12286E+01 |
 |      920 |       2.12299E+01 |
 |      921 |       2.09686E+01 |
 |      922 |       2.02285E+01 |
 |      923 |       1.86434E+01 |
 |      924 |       1.57698E+01 |
 |      925 |       1.76747E+01 |
 |      926 |       1.83994E+01 |
 |      927 |       1.95140E+01 |
 |      928 |       2.01676E+01 |
 |      929 |       2.04479E+01 |
 |      930 |       2.04479E+01 |
 |      931 |       2.01671E+01 |
 |      932 |       1.95117E+01 |
 |      933 |       1.83989E+01 |
 |      934 |       1.76897E+01 |
 |      935 |       1.93398E+01 |
 |      936 |       1.84431E+01 |
 |      937 |       1.88391E+01 |
 |      938 |       1.92627E+01 |
 |      939 |       1.94857E+01 |
 |      940 |       1.94854E+01 |
 |      941 |       1.92615E+01 |
 |      942 |       1.88349E+01 |
 |      943 |       1.84295E+01 |
 |      944 |       1.93240E+01 |
 |      945 |       1.99893E+01 |
 |      946 |       1.86181E+01 |
 |      947 |       1.83409E+01 |
 |      948 |       1.84409E+01 |
 |      949 |       1.85455E+01 |
 |      950 |       1.85447E+01 |
 |      951 |       1.84381E+01 |
 |      952 |       1.83345E+01 |
 |      953 |       1.86084E+01 |
 |      954 |       1.99753E+01 |
 |      955 |       2.02577E+01 |
 |      956 |       1.86509E+01 |
 |      957 |       1.79917E+01 |
 |      958 |       1.77892E+01 |
 |      959 |       1.77514E+01 |
 |      960 |       1.77503E+01 |
 |      961 |       1.77855E+01 |
 |      962 |       1.79848E+01 |
 |      963 |       1.86404E+01 |
 |      964 |       2.02491E+01 |
 |      965 |       2.01122E+01 |
 |      966 |       1.85665E+01 |
 |      967 |       1.77114E+01 |
 |      968 |       1.72976E+01 |
 |      969 |       1.71414E+01 |
 |      970 |       1.71401E+01 |
 |      971 |       1.72936E+01 |
 |      972 |       1.77049E+01 |
 |      973 |       1.85584E+01 |
 |      974 |       2.01057E+01 |
 |      975 |       1.97493E+01 |
 |      976 |       1.83568E+01 |
 |      977 |       1.74504E+01 |
 |      978 |       1.69248E+01 |
 |      979 |       1.66943E+01 |
 |      980 |       1.66930E+01 |
 |      981 |       1.69211E+01 |
 |      982 |       1.74446E+01 |
 |      983 |       1.83500E+01 |
 |      984 |       1.97432E+01 |
 |      985 |       1.93748E+01 |
 |      986 |       1.80933E+01 |
 |      987 |       1.71978E+01 |
 |      988 |       1.66364E+01 |
 |      989 |       1.63708E+01 |
 |      990 |       1.63697E+01 |
 |      991 |       1.66332E+01 |
 |      992 |       1.71929E+01 |
 |      993 |       1.80874E+01 |
 |      994 |       1.93691E+01 |
 |      995 |       1.90274E+01 |
 |      996 |       1.78268E+01 |
 |      997 |       1.69763E+01 |
 |      998 |       1.64132E+01 |
 |      999 |       1.61383E+01 |
 |     1000 |       1.61373E+01 |
 |     1001 |       1.64105E+01 |
 |     1002 |       1.69721E+01 |
 |     1003 |       1.78218E+01 |
 |     1004 |       1.90220E+01 |
 |     1005 |       1.87291E+01 |
 |     1006 |       1.76259E+01 |
 |     1007 |       1.67959E+01 |
 |     1008 |       1.62480E+01 |
 |     1009 |       1.59763E+01 |
 |     1010 |       1.59755E+01 |
 |     1011 |       1.62458E+01 |
 |     1012 |       1.67924E+01 |
 |     1013 |       1.76215E+01 |
 |     1014 |       1.87242E+01 |
 |     1015 |       1.84902E+01 |
 |     1016 |       1.74547E+01 |
 |     1017 |       1.66655E+01 |
 |     1018 |       1.61374E+01 |
 |     1019 |       1.58746E+01 |
 |     1020 |       1.58739E+01 |
 |     1021 |       1.61356E+01 |
 |     1022 |       1.66626E+01 |
 |     1023 |       1.74510E+01 |
 |     1024 |       1.84857E+01 |
 |     1025 |       1.83734E+01 |
 |     1026 |       1.73475E+01 |
 |     1027 |       1.65848E+01 |
 |     1028 |       1.60811E+01 |
 |     1029 |       1.58298E+01 |
 |     1030 |       1.58292E+01 |
 |     1031 |       1.60796E+01 |
 |     1032 |       1.65823E+01 |
 |     1033 |       1.73443E+01 |
 |     1034 |       1.83691E+01 |
 |     1035 |       1.82907E+01 |
 |     1036 |       1.72921E+01 |
 |     1037 |       1.65609E+01 |
 |     1038 |       1.60803E+01 |
 |     1039 |       1.58426E+01 |
 |     1040 |       1.58422E+01 |
 |     1041 |       1.60791E+01 |
 |     1042 |       1.65589E+01 |
 |     1043 |       1.72895E+01 |
 |     1044 |       1.82868E+01 |
 |     1045 |       1.82664E+01 |
 |     1046 |       1.72948E+01 |
 |     1047 |       1.65901E+01 |
 |     1048 |       1.61372E+01 |
 |     1049 |       1.59169E+01 |
 |     1050 |       1.59166E+01 |
 |     1051 |       1.61363E+01 |
 |     1052 |       1.65885E+01 |
 |     1053 |       1.72927E+01 |
 |     1054 |       1.82630E+01 |
 |     1055 |       1.82693E+01 |
 |     1056 |       1.73324E+01 |
 |     1057 |       1.66651E+01 |
 |     1058 |       1.62535E+01 |
 |     1059 |       1.60604E+01 |
 |     1060 |       1.60602E+01 |
 |     1061 |       1.62530E+01 |
 |     1062 |       1.66639E+01 |
 |     1063 |       1.73308E+01 |
 |     1064 |       1.82658E+01 |
 |     1065 |       1.83353E+01 |
 |     1066 |       1.73825E+01 |
 |     1067 |       1.67726E+01 |
 |     1068 |       1.64353E+01 |
 |     1069 |       1.62885E+01 |
 |     1070 |       1.62885E+01 |
 |     1071 |       1.64351E+01 |
 |     1072 |       1.67719E+01 |
 |     1073 |       1.73815E+01 |
 |     1074 |       1.83326E+01 |
 |     1075 |       1.83387E+01 |
 |     1076 |       1.73977E+01 |
 |     1077 |       1.69095E+01 |
 |     1078 |       1.66972E+01 |
 |     1079 |       1.66264E+01 |
 |     1080 |       1.66265E+01 |
 |     1081 |       1.66975E+01 |
 |     1082 |       1.69094E+01 |
 |     1083 |       1.73974E+01 |
 |     1084 |       1.83348E+01 |
 |     1085 |       1.83135E+01 |
 |     1086 |       1.73511E+01 |
 |     1087 |       1.70821E+01 |
 |     1088 |       1.70677E+01 |
 |     1089 |       1.71027E+01 |
 |     1090 |       1.71028E+01 |
 |     1091 |       1.70682E+01 |
 |     1092 |       1.70827E+01 |
 |     1093 |       1.73510E+01 |
 |     1094 |       1.83021E+01 |
 |     1095 |       1.79697E+01 |
 |     1096 |       1.71900E+01 |
 |     1097 |       1.73274E+01 |
 |     1098 |       1.75746E+01 |
 |     1099 |       1.77322E+01 |
 |     1100 |       1.77323E+01 |
 |     1101 |       1.75750E+01 |
 |     1102 |       1.73281E+01 |
 |     1103 |       1.71914E+01 |
 |     1104 |       1.79473E+01 |
 |     1105 |       1.68786E+01 |
 |     1106 |       1.70043E+01 |
 |     1107 |       1.76814E+01 |
 |     1108 |       1.82160E+01 |
 |     1109 |       1.84915E+01 |
 |     1110 |       1.84916E+01 |
 |     1111 |       1.82163E+01 |
 |     1112 |       1.76814E+01 |
 |     1113 |       1.70066E+01 |
 |     1114 |       1.68739E+01 |
 |     1115 |       1.52871E+01 |
 |     1116 |       1.68747E+01 |
 |     1117 |       1.81356E+01 |
 |     1118 |       1.89271E+01 |
 |     1119 |       1.93024E+01 |
 |     1120 |       1.93024E+01 |
 |     1121 |       1.89275E+01 |
 |     1122 |       1.81368E+01 |
 |     1123 |       1.68733E+01 |
 |     1124 |       1.52940E+01 |
 |     1125 |       1.39085E+01 |
 |     1126 |       1.68182E+01 |
 |     1127 |       1.85866E+01 |
 |     1128 |       1.95899E+01 |
 |     1129 |       2.00415E+01 |
 |     1130 |       2.00418E+01 |
 |     1131 |       1.95906E+01 |
 |     1132 |       1.85892E+01 |
 |     1133 |       1.68262E+01 |
 |     1134 |       1.39028E+01 |
 |     1135 |       1.31650E+01 |
 |     1136 |       1.68448E+01 |
 |     1137 |       1.89311E+01 |
 |     1138 |       2.00728E+01 |
 |     1139 |       2.05786E+01 |
 |     1140 |       2.05789E+01 |
 |     1141 |       2.00740E+01 |
 |     1142 |       1.89330E+01 |
 |     1143 |       1.68527E+01 |
 |     1144 |       1.31829E+01 |
 |     1145 |       1.36672E+01 |
 |     1146 |       1.70318E+01 |
 |     1147 |       1.91253E+01 |
 |     1148 |       2.02917E+01 |
 |     1149 |       2.08061E+01 |
 |     1150 |       2.08066E+01 |
 |     1151 |       2.02931E+01 |
 |     1152 |       1.91269E+01 |
 |     1153 |       1.70305E+01 |
 |     1154 |       1.36740E+01 |
 |     1155 |       1.50862E+01 |
 |     1156 |       1.74462E+01 |
 |     1157 |       1.91944E+01 |
 |     1158 |       2.02087E+01 |
 |     1159 |       2.06478E+01 |
 |     1160 |       2.06483E+01 |
 |     1161 |       2.02107E+01 |
 |     1162 |       1.91962E+01 |
 |     1163 |       1.74503E+01 |
 |     1164 |       1.50682E+01 |
 |     1165 |       1.67584E+01 |
 |     1166 |       1.80377E+01 |
 |     1167 |       1.91219E+01 |
 |     1168 |       1.97552E+01 |
 |     1169 |       2.00666E+01 |
 |     1170 |       2.00672E+01 |
 |     1171 |       1.97567E+01 |
 |     1172 |       1.91244E+01 |
 |     1173 |       1.80376E+01 |
 |     1174 |       1.67487E+01 |
 |     1175 |       1.85411E+01 |
 |     1176 |       1.85381E+01 |
 |     1177 |       1.86583E+01 |
 |     1178 |       1.89070E+01 |
 |     1179 |       1.90338E+01 |
 |     1180 |       1.90339E+01 |
 |     1181 |       1.89075E+01 |
 |     1182 |       1.86572E+01 |
 |     1183 |       1.85386E+01 |
 |     1184 |       1.85347E+01 |
 |     1185 |       1.97850E+01 |
 |     1186 |       1.81376E+01 |
 |     1187 |       1.76929E+01 |
 |     1188 |       1.75937E+01 |
 |     1189 |       1.76052E+01 |
 |     1190 |       1.76049E+01 |
 |     1191 |       1.75926E+01 |
 |     1192 |       1.76908E+01 |
 |     1193 |       1.81332E+01 |
 |     1194 |       1.97915E+01 |
 |     1195 |       1.81922E+01 |
 |     1196 |       1.66455E+01 |
 |     1197 |       1.61062E+01 |
 |     1198 |       1.59789E+01 |
 |     1199 |       1.59867E+01 |
 |     1200 |       1.59866E+01 |
 |     1201 |       1.59779E+01 |
 |     1202 |       1.61053E+01 |
 |     1203 |       1.66460E+01 |
 |     1204 |       1.81960E+01 |
 |     1205 |       1.77492E+01 |
 |     1206 |       1.20655E+01 |
 |     1207 |       8.42682E+00 |
 |     1208 |       7.10140E+00 |
 |     1209 |       5.89088E+00 |
 |     1210 |       5.33125E+00 |
 |     1211 |       5.11861E+00 |
 |     1212 |       4.68879E+00 |
 |     1213 |       4.11950E+00 |
 |     1214 |       4.41803E+00 |
 |     1215 |       4.30418E+00 |
 |     1216 |       4.19706E+00 |
 |     1217 |       4.00654E+00 |
 |     1218 |       3.93469E+00 |
 |     1219 |       3.80291E+00 |
 |     1220 |       3.70725E+00 |
 |     1221 |       3.66980E+00 |
 |     1222 |       3.61149E+00 |
 |     1223 |       3.56350E+00 |
 |     1224 |       3.49368E+00 |
 |     1225 |       3.43434E+00 |
 |     1226 |       3.22522E+00 |
 |     1227 |       3.15993E+00 |
 |     1228 |       2.93358E+00 |
 |     1229 |       2.43506E+00 |
 |     1230 |       2.65497E+00 |
 |     1231 |       3.78897E+00 |
 |     1232 |       5.82011E+00 |
 |     1233 |       8.47025E+00 |
 |     1234 |       1.14453E+01 |
 |     1235 |       1.46562E+01 |
 |     1236 |       1.83191E+01 |
 |     1237 |       2.32178E+01 |
 |     1238 |       2.89756E+01 |
 |     1239 |       1.69914E+01 |
 |     1240 |       1.20023E+01 |
 |     1241 |       7.89464E+00 |
 |     1242 |       6.52432E+00 |
 |     1243 |       5.33947E+00 |
 |     1244 |       4.85823E+00 |
 |     1245 |       5.06378E+00 |
 |     1246 |       4.63545E+00 |
 |     1247 |       4.13551E+00 |
 |     1248 |       4.40779E+00 |
 |     1249 |       4.30424E+00 |
 |     1250 |       4.19510E+00 |
 |     1251 |       4.00504E+00 |
 |     1252 |       3.93386E+00 |
 |     1253 |       3.80250E+00 |
 |     1254 |       3.70674E+00 |
 |     1255 |       3.66957E+00 |
 |     1256 |       3.61163E+00 |
 |     1257 |       3.56403E+00 |
 |     1258 |       3.49522E+00 |
 |     1259 |       3.43193E+00 |
 |     1260 |       3.22888E+00 |
 |     1261 |       3.20684E+00 |
 |     1262 |       3.01369E+00 |
 |     1263 |       2.50352E+00 |
 |     1264 |       2.63538E+00 |
 |     1265 |       3.84670E+00 |
 |     1266 |       5.82703E+00 |
 |     1267 |       8.46769E+00 |
 |     1268 |       1.14530E+01 |
 |     1269 |       1.46476E+01 |
 |     1270 |       1.83211E+01 |
 |     1271 |       2.32089E+01 |
 |     1272 |       2.89694E+01 |
 |     1273 |       1.58714E+01 |
 |     1274 |       2.52005E+01 |
 |     1275 |       3.79086E+01 |
 |     1276 |       3.94455E+01 |
 |     1277 |       3.27359E+01 |
 |     1278 |       3.22290E+01 |
 |     1279 |       3.78486E+01 |
 |     1280 |       2.42142E+01 |
 |     1281 |       2.18248E+01 |
 |     1282 |       3.30013E+01 |
 |     1283 |       2.39027E+01 |
 |     1284 |       2.05700E+01 |
 |     1285 |       2.79305E+01 |
 |     1286 |       2.58257E+01 |
 |     1287 |       2.15534E+01 |
 |     1288 |       2.67600E+01 |
 |     1289 |       2.64597E+01 |
 |     1290 |       2.17554E+01 |
 |     1291 |       2.67473E+01 |
 |     1292 |       2.64622E+01 |
 |     1293 |       2.17619E+01 |
 |     1294 |       2.78994E+01 |
 |     1295 |       2.58204E+01 |
 |     1296 |       2.15650E+01 |
 |     1297 |       3.27882E+01 |
 |     1298 |       2.40182E+01 |
 |     1299 |       2.05586E+01 |
 |     1300 |       3.79868E+01 |
 |     1301 |       2.36530E+01 |
 |     1302 |       2.17688E+01 |
 |     1303 |       3.72848E+01 |
 |     1304 |       3.26748E+01 |
 |     1305 |       3.23082E+01 |
 |     1306 |       3.36582E+01 |
 |     1307 |       2.62783E+01 |
 |     1308 |       1.71562E+01 |
 |     1309 |       1.51941E+01 |
 |     1310 |       1.48702E+01 |
 |     1311 |       3.92915E-13 |
 |     1312 |       5.65855E-13 |
 |     1313 |       4.77980E-13 |
 |     1314 |       3.39010E-13 |
 |     1315 |       3.19141E-13 |
 |     1316 |       2.09799E-13 |
 |     1317 |       2.17090E-13 |
 |     1318 |       2.55742E-13 |
 |     1319 |       3.01930E-13 |
 |     1320 |       3.49689E-13 |
 |     1321 |       4.65205E-13 |
 |     1322 |       4.45633E-13 |
 |     1323 |       1.20213E-13 |
 |     1324 |       2.14170E-13 |
 |     1325 |       2.47423E-13 |
 |     1326 |       1.62775E-13 |
 |     1327 |       2.82762E-13 |
 |     1328 |       2.29350E-13 |
 |     1329 |       5.77246E-13 |
 |     1330 |       6.01844E-13 |
 |     1331 |       1.46499E+01 |
 |     1332 |       1.45906E+01 |
 |     1333 |       0.00000E+00 |
 |     1334 |       0.00000E+00 |
 |     1335 |       0.00000E+00 |
 |     1336 |       0.00000E+00 |
 |     1337 |       0.00000E+00 |
 |     1338 |       0.00000E+00 |
 |     1339 |       0.00000E+00 |
 |     1340 |       0.00000E+00 |
 |     1341 |       0.00000E+00 |
 |     1342 |       0.00000E+00 |
 |     1343 |       0.00000E+00 |
 |     1344 |       0.00000E+00 |
 |     1345 |       0.00000E+00 |
 |     1346 |       0.00000E+00 |
 |     1347 |       0.00000E+00 |
 |     1348 |       0.00000E+00 |
 |     1349 |       0.00000E+00 |
 |     1350 |       0.00000E+00 |
 |     1351 |       0.00000E+00 |
 |     1352 |       0.00000E+00 |
 |     1353 |       0.00000E+00 |
 |     1354 |       0.00000E+00 |
 |     1355 |       0.00000E+00 |
 |     1356 |       0.00000E+00 |
 |     1357 |       0.00000E+00 |
 |     1358 |       0.00000E+00 |
 |     1359 |       0.00000E+00 |
 |     1360 |       0.00000E+00 |
 |     1361 |       0.00000E+00 |
 |     1362 |       0.00000E+00 |
 |     1363 |       0.00000E+00 |
 |     1364 |       0.00000E+00 |
 |     1365 |       0.00000E+00 |
 |     1366 |       0.00000E+00 |
 |     1367 |       0.00000E+00 |
 |     1368 |       0.00000E+00 |
 |     1369 |       0.00000E+00 |
 |     1370 |       0.00000E+00 |
 |     1371 |       0.00000E+00 |
 |     1372 |       0.00000E+00 |
 |     1373 |       0.00000E+00 |
 |     1374 |       0.00000E+00 |
 |     1375 |       0.00000E+00 |
 |     1376 |       0.00000E+00 |
 |     1377 |       0.00000E+00 |
 |     1378 |       0.00000E+00 |
 |     1379 |       0.00000E+00 |
 |     1380 |       0.00000E+00 |
 |     1381 |       0.00000E+00 |
 |     1382 |       0.00000E+00 |
 |     1383 |       0.00000E+00 |
 |     1384 |       0.00000E+00 |
 |     1385 |       0.00000E+00 |
 |     1386 |       0.00000E+00 |
 |     1387 |       0.00000E+00 |
 |     1388 |       0.00000E+00 |
 |     1389 |       0.00000E+00 |
 |     1390 |       0.00000E+00 |
 |     1391 |       0.00000E+00 |
 |     1392 |       0.00000E+00 |
 |     1393 |       0.00000E+00 |
 |     1394 |       0.00000E+00 |
 |     1395 |       0.00000E+00 |
 |     1396 |       0.00000E+00 |
 |     1397 |       0.00000E+00 |
 |     1398 |       0.00000E+00 |
 |     1399 |       0.00000E+00 |
 |     1400 |       0.00000E+00 |
 |     1401 |       0.00000E+00 |
 |     1402 |       0.00000E+00 |
 |     1403 |       0.00000E+00 |
 |     1404 |       0.00000E+00 |
 |     1405 |       0.00000E+00 |
 |     1406 |       0.00000E+00 |
 |     1407 |       0.00000E+00 |
 |     1408 |       0.00000E+00 |
 |     1409 |       0.00000E+00 |
 |     1410 |       0.00000E+00 |
 |     1411 |       0.00000E+00 |
 |     1412 |       0.00000E+00 |
 |     1413 |       0.00000E+00 |
 |     1414 |       0.00000E+00 |
 |     1415 |       0.00000E+00 |
 |     1416 |       0.00000E+00 |
 |     1417 |       0.00000E+00 |
 |     1418 |       0.00000E+00 |
 |     1419 |       0.00000E+00 |
 |     1420 |       0.00000E+00 |
 |     1421 |       0.00000E+00 |
 |     1422 |       0.00000E+00 |
 |     1423 |       0.00000E+00 |
 |     1424 |       0.00000E+00 |
 |     1425 |       0.00000E+00 |
 |     1426 |       0.00000E+00 |
 |     1427 |       0.00000E+00 |
 |     1428 |       0.00000E+00 |
 |     1429 |       0.00000E+00 |
 |     1430 |       0.00000E+00 |
 |     1431 |       0.00000E+00 |
 |     1432 |       0.00000E+00 |
 |     1433 |       0.00000E+00 |
 |     1434 |       0.00000E+00 |
 |     1435 |       0.00000E+00 |
 |     1436 |       0.00000E+00 |
 |     1437 |       0.00000E+00 |
 |     1438 |       0.00000E+00 |
 |     1439 |       0.00000E+00 |
 |     1440 |       0.00000E+00 |
 |     1441 |       0.00000E+00 |
 |     1442 |       0.00000E+00 |
 |     1443 |       0.00000E+00 |
 |     1444 |       0.00000E+00 |
 |     1445 |       0.00000E+00 |
 |     1446 |       0.00000E+00 |
 |     1447 |       0.00000E+00 |
 |     1448 |       0.00000E+00 |
 |     1449 |       0.00000E+00 |
 |     1450 |       0.00000E+00 |
 |     1451 |       0.00000E+00 |
 |     1452 |       0.00000E+00 |
 |     1453 |       0.00000E+00 |
 |     1454 |       0.00000E+00 |
 |     1455 |       0.00000E+00 |
 |     1456 |       0.00000E+00 |
 |     1457 |       0.00000E+00 |
 |     1458 |       0.00000E+00 |
 |     1459 |       0.00000E+00 |
 |     1460 |       0.00000E+00 |
 |     1461 |       0.00000E+00 |
 |     1462 |       0.00000E+00 |
 |     1463 |       0.00000E+00 |
 |     1464 |       0.00000E+00 |
 |     1465 |       0.00000E+00 |
 |     1466 |       0.00000E+00 |
 |     1467 |       0.00000E+00 |
 |     1468 |       0.00000E+00 |
 |     1469 |       0.00000E+00 |
 |     1470 |       0.00000E+00 |
 |     1471 |       0.00000E+00 |
 |     1472 |       0.00000E+00 |
 |     1473 |       0.00000E+00 |
 |     1474 |       0.00000E+00 |
 |     1475 |       0.00000E+00 |
 |     1476 |       0.00000E+00 |
 |     1477 |       0.00000E+00 |
 |     1478 |       0.00000E+00 |
 |     1479 |       0.00000E+00 |
 |     1480 |       0.00000E+00 |
 |     1481 |       0.00000E+00 |
 |     1482 |       0.00000E+00 |
 |     1483 |       0.00000E+00 |
 |     1484 |       0.00000E+00 |
 |     1485 |       0.00000E+00 |
 |     1486 |       0.00000E+00 |
 |     1487 |       0.00000E+00 |
 |     1488 |       0.00000E+00 |
 |     1489 |       0.00000E+00 |
 |     1490 |       0.00000E+00 |
 |     1491 |       0.00000E+00 |
 |     1492 |       0.00000E+00 |
 |     1493 |       0.00000E+00 |
 |     1494 |       0.00000E+00 |
 |     1495 |       0.00000E+00 |
 |     1496 |       0.00000E+00 |
 |     1497 |       0.00000E+00 |
 |     1498 |       0.00000E+00 |
 |     1499 |       0.00000E+00 |
 |     1500 |       0.00000E+00 |
 |     1501 |       0.00000E+00 |
 |     1502 |       0.00000E+00 |
 |     1503 |       0.00000E+00 |
 |     1504 |       0.00000E+00 |
 |     1505 |       0.00000E+00 |
 |     1506 |       0.00000E+00 |
 |     1507 |       0.00000E+00 |
 |     1508 |       0.00000E+00 |
 |     1509 |       0.00000E+00 |
 |     1510 |       0.00000E+00 |
 |     1511 |       0.00000E+00 |
 |     1512 |       0.00000E+00 |
 |     1513 |       0.00000E+00 |
 |     1514 |       0.00000E+00 |
 |     1515 |       0.00000E+00 |
 |     1516 |       0.00000E+00 |
 |     1517 |       0.00000E+00 |
 |     1518 |       0.00000E+00 |
 |     1519 |       0.00000E+00 |
 |     1520 |       0.00000E+00 |
 |     1521 |       0.00000E+00 |
 |     1522 |       0.00000E+00 |
 |     1523 |       0.00000E+00 |
 |     1524 |       0.00000E+00 |
 |     1525 |       0.00000E+00 |
 |     1526 |       0.00000E+00 |
 |     1527 |       0.00000E+00 |
 |     1528 |       0.00000E+00 |
 |     1529 |       0.00000E+00 |
 |     1530 |       0.00000E+00 |
 |     1531 |       0.00000E+00 |
 |     1532 |       0.00000E+00 |
 |     1533 |       0.00000E+00 |
 |     1534 |       0.00000E+00 |
 |     1535 |       0.00000E+00 |
 |     1536 |       0.00000E+00 |
 |     1537 |       0.00000E+00 |
 |     1538 |       0.00000E+00 |
 |     1539 |       0.00000E+00 |
 |     1540 |       0.00000E+00 |
 |     1541 |       0.00000E+00 |
 |     1542 |       0.00000E+00 |
 |     1543 |       0.00000E+00 |
 |     1544 |       0.00000E+00 |
 |     1545 |       0.00000E+00 |
 |     1546 |       0.00000E+00 |
 |     1547 |       0.00000E+00 |
 |     1548 |       0.00000E+00 |
 |     1549 |       0.00000E+00 |
 |     1550 |       0.00000E+00 |
 |     1551 |       0.00000E+00 |
 |     1552 |       0.00000E+00 |
 |     1553 |       0.00000E+00 |
 |     1554 |       0.00000E+00 |
 |     1555 |       0.00000E+00 |
 |     1556 |       0.00000E+00 |
 |     1557 |       0.00000E+00 |
 |     1558 |       0.00000E+00 |
 |     1559 |       0.00000E+00 |
 |     1560 |       0.00000E+00 |
 |     1561 |       0.00000E+00 |
 |     1562 |       0.00000E+00 |
 |     1563 |       0.00000E+00 |
 |     1564 |       0.00000E+00 |
 |     1565 |       0.00000E+00 |
 |     1566 |       0.00000E+00 |
 |     1567 |       0.00000E+00 |
 |     1568 |       0.00000E+00 |
 |     1569 |       0.00000E+00 |
 |     1570 |       0.00000E+00 |
 |     1571 |       0.00000E+00 |
