
 !***TRACE Bacon number     1 on file (49)***


 (1.n)= n (average) component(s) per node
 (2.n)= n (average) component(s) per element
 (3.n)= n component(s) per node per element

 --------------------------------
 | Elements | V. Mises:U.S(2.1) |
 |     1572 |       0.00000E+00 |
 |     1573 |       1.91759E+01 |
 |     1574 |       1.75077E+01 |
 |     1575 |       2.36126E+01 |
 |     1576 |       4.26669E+01 |
 |     1577 |       2.41281E+01 |
 |     1578 |       1.79701E+01 |
 |     1579 |       1.10059E+01 |
 |     1580 |       1.88053E+01 |
 |     1581 |       9.94719E+00 |
 |     1582 |       9.78509E+00 |
 |     1583 |       1.37218E+01 |
 |     1584 |       2.26210E+01 |
 |     1585 |       1.72121E+01 |
 |     1586 |       2.55896E+01 |
 |     1587 |       2.56315E+01 |
 |     1588 |       2.48450E+01 |
 |     1589 |       2.37606E+01 |
 |     1590 |       2.28842E+01 |
 |     1591 |       2.19800E+01 |
 |     1592 |       2.14015E+01 |
 |     1593 |       2.09443E+01 |
 |     1594 |       2.06307E+01 |
 |     1595 |       2.06085E+01 |
 |     1596 |       2.07050E+01 |
 |     1597 |       2.09866E+01 |
 |     1598 |       2.12976E+01 |
 |     1599 |       2.17842E+01 |
 |     1600 |       2.22978E+01 |
 |     1601 |       2.16091E+01 |
 |     1602 |       1.83181E+01 |
 |     1603 |       1.25596E+01 |
 |     1604 |       7.93911E+00 |
 |     1605 |       7.71518E+00 |
 |     1606 |       1.01428E+01 |
 |     1607 |       1.19724E+01 |
 |     1608 |       1.27311E+01 |
 |     1609 |       1.40945E+01 |
 |     1610 |       1.42397E+01 |
 |     1611 |       1.23190E+01 |
 |     1612 |       1.27667E+01 |
 |     1613 |       1.30284E+01 |
 |     1614 |       1.28991E+01 |
 |     1615 |       1.22122E+01 |
 |     1616 |       1.10148E+01 |
 |     1617 |       9.57360E+00 |
 |     1618 |       8.30887E+00 |
 |     1619 |       1.84673E+01 |
 |     1620 |       2.01842E+01 |
 |     1621 |       1.68692E+01 |
 |     1622 |       2.50266E+01 |
 |     1623 |       2.49836E+01 |
 |     1624 |       2.04168E+01 |
 |     1625 |       2.40548E+01 |
 |     1626 |       3.13160E+01 |
 |     1627 |       4.60203E+01 |
 |     1628 |       4.90340E+01 |
 |     1629 |       3.09431E+01 |
 |     1630 |       3.43114E+01 |
 |     1631 |       3.29372E+01 |
 |     1632 |       3.12381E+01 |
 |     1633 |       2.77599E+01 |
 |     1634 |       2.98170E+01 |
 |     1635 |       3.76035E+01 |
 |     1636 |       3.62418E+01 |
 |     1637 |       4.07703E+01 |
 |     1638 |       4.00484E+01 |
 |     1639 |       2.72430E+01 |
 |     1640 |       3.79561E+01 |
 |     1641 |       3.46267E+01 |
 |     1642 |       4.03065E+01 |
 |     1643 |       2.68852E+01 |
 |     1644 |       2.80830E+01 |
 |     1645 |       2.80678E+01 |
 |     1646 |       3.10687E+01 |
 |     1647 |       3.62020E+01 |
 |     1648 |       1.57566E+01 |
 |     1649 |       1.87759E+01 |
 |     1650 |       1.68646E+01 |
 |     1651 |       1.73145E+01 |
 |     1652 |       1.81399E+01 |
 |     1653 |       1.53516E+01 |
 |     1654 |       1.77915E+01 |
 |     1655 |       1.53079E+01 |
 |     1656 |       1.53868E+01 |
 |     1657 |       1.16379E+01 |
 |     1658 |       1.40706E+01 |
 |     1659 |       1.20517E+01 |
 |     1660 |       1.17772E+01 |
 |     1661 |       8.40563E+00 |
 |     1662 |       5.58815E+00 |
 |     1663 |       3.39554E+00 |
 |     1664 |       9.36809E+00 |
 |     1665 |       7.49707E+00 |
 |     1666 |       9.28982E+00 |
 |     1667 |       7.01454E+00 |
 |     1668 |       8.96733E+00 |
 |     1669 |       6.31979E+00 |
 |     1670 |       1.20573E+01 |
 |     1671 |       4.69112E+00 |
 |     1672 |       1.63051E+01 |
 |     1673 |       2.07035E+01 |
 |     1674 |       1.92705E+01 |
 |     1675 |       2.36341E+01 |
 |     1676 |       2.10950E+01 |
 |     1677 |       1.96754E+01 |
 |     1678 |       2.54295E+01 |
 |     1679 |       1.84065E+01 |
 |     1680 |       1.84809E+01 |
 |     1681 |       2.16149E+01 |
 |     1682 |       1.54850E+01 |
 |     1683 |       1.57966E+01 |
 |     1684 |       1.74311E+01 |
 |     1685 |       1.52137E+01 |
 |     1686 |       1.56289E+01 |
 |     1687 |       1.46701E+01 |
 |     1688 |       7.28408E+01 |
 |     1689 |       3.88796E+01 |
 |     1690 |       3.87880E+01 |
 |     1691 |       2.22371E+01 |
 |     1692 |       2.09122E+01 |
 |     1693 |       2.06188E+01 |
 |     1694 |       2.06875E+01 |
 |     1695 |       2.32397E+01 |
 |     1696 |       2.55502E+01 |
 |     1697 |       2.46869E+01 |
 |     1698 |       1.62169E+01 |
 |     1699 |       3.11255E+01 |
 |     1700 |       3.25907E+01 |
 |     1701 |       2.97702E+01 |
 |     1702 |       2.78915E+01 |
 |     1703 |       4.16515E+00 |
 |     1704 |       2.44478E+01 |
 |     1705 |       1.76778E+01 |
 |     1706 |       7.59940E+00 |
 |     1707 |       1.26829E+00 |
 |     1708 |       3.94062E+01 |
 |     1709 |       2.36892E+01 |
 |     1710 |       1.32549E+01 |
 |     1711 |       3.16701E+01 |
 |     1712 |       3.35726E+01 |
 |     1713 |       8.25162E+01 |
 |     1714 |       4.00592E+01 |
 |     1715 |       4.27016E+01 |
 |     1716 |       3.18213E+01 |
 |     1717 |       3.52609E+01 |
 |     1718 |       2.76418E+01 |
 |     1719 |       2.74667E+01 |
 |     1720 |       1.12026E+01 |
 |     1721 |       7.39152E+00 |
 |     1722 |       6.25608E+00 |
 |     1723 |       4.18417E+00 |
 |     1724 |       5.22990E+00 |
 |     1725 |       2.59636E+00 |
 |     1726 |       3.75369E+01 |
 |     1727 |       3.47137E+01 |
 |     1728 |       3.00366E+01 |
 |     1729 |       2.34957E+01 |
 |     1730 |       1.59101E+01 |
 |     1731 |       1.06092E+01 |
 |     1732 |       1.69157E+01 |
 |     1733 |       8.32208E+00 |
 |     1734 |       9.58830E+00 |
 |     1735 |       1.10297E+01 |
 |     1736 |       1.22269E+01 |
 |     1737 |       1.29100E+01 |
 |     1738 |       1.30352E+01 |
 |     1739 |       1.27680E+01 |
 |     1740 |       1.23146E+01 |
 |     1741 |       1.42249E+01 |
 |     1742 |       1.40810E+01 |
 |     1743 |       1.27126E+01 |
 |     1744 |       1.19609E+01 |
 |     1745 |       1.01260E+01 |
 |     1746 |       7.70582E+00 |
 |     1747 |       7.94250E+00 |
 |     1748 |       1.25637E+01 |
 |     1749 |       1.83458E+01 |
 |     1750 |       2.16408E+01 |
 |     1751 |       2.23346E+01 |
 |     1752 |       2.18150E+01 |
 |     1753 |       2.13399E+01 |
 |     1754 |       2.10191E+01 |
 |     1755 |       2.07475E+01 |
 |     1756 |       2.06486E+01 |
 |     1757 |       2.06522E+01 |
 |     1758 |       2.09900E+01 |
 |     1759 |       2.14352E+01 |
 |     1760 |       2.20177E+01 |
 |     1761 |       2.29103E+01 |
 |     1762 |       2.38165E+01 |
 |     1763 |       2.48708E+01 |
 |     1764 |       2.57307E+01 |
 |     1765 |       2.55851E+01 |
 |     1766 |       2.27110E+01 |
 |     1767 |       1.36781E+01 |
 |     1768 |       1.74643E+01 |
 |     1769 |       1.04928E+01 |
 |     1770 |       1.04746E+01 |
 |     1771 |       1.25046E+01 |
 |     1772 |       1.70217E+01 |
 |     1773 |       2.41310E+01 |
 |     1774 |       4.08492E+01 |
 |     1775 |       3.13717E+01 |
 |     1776 |       3.65935E+01 |
 |     1777 |       4.19683E+01 |
 |     1778 |       4.37240E+01 |
 |     1779 |       3.75235E+01 |
 |     1780 |       2.88000E+01 |
 |     1781 |       2.78160E+01 |
 |     1782 |       2.61469E+01 |
 |     1783 |       2.43256E+01 |
 |     1784 |       2.25317E+01 |
 |     1785 |       2.06529E+01 |
 |     1786 |       1.90454E+01 |
 |     1787 |       1.80676E+01 |
 |     1788 |       1.72476E+01 |
 |     1789 |       1.68214E+01 |
 |     1790 |       1.70058E+01 |
 |     1791 |       1.76564E+01 |
 |     1792 |       1.86512E+01 |
 |     1793 |       1.99620E+01 |
 |     1794 |       2.14998E+01 |
 |     1795 |       2.33372E+01 |
 |     1796 |       2.57029E+01 |
 |     1797 |       2.75523E+01 |
 |     1798 |       2.93526E+01 |
 |     1799 |       3.21495E+01 |
 |     1800 |       3.41818E+01 |
 |     1801 |       3.69788E+01 |
 |     1802 |       3.81779E+01 |
 |     1803 |       3.77439E+01 |
 |     1804 |       1.59144E+01 |
 |     1805 |       2.09129E+01 |
 |     1806 |       2.76860E+01 |
 |     1807 |       2.28618E+01 |
 |     1808 |       3.14370E+01 |
 |     1809 |       2.86930E+01 |
 |     1810 |       2.69390E+01 |
 |     1811 |       2.60871E+01 |
 |     1812 |       2.74931E+01 |
 |     1813 |       1.88584E+00 |
 |     1814 |       3.10914E+00 |
 |     1815 |       4.91238E+00 |
 |     1816 |       2.50388E+01 |
 |     1817 |       2.49960E+01 |
 |     1818 |       1.84694E+01 |
 |     1819 |       2.01878E+01 |
 |     1820 |       1.68647E+01 |
 |     1821 |       2.89030E+01 |
 |     1822 |       3.08168E+01 |
 |     1823 |       2.28634E+01 |
 |     1824 |       2.31093E+01 |
 |     1825 |       3.88831E+01 |
 |     1826 |       3.74211E+01 |
 |     1827 |       3.37957E+01 |
 |     1828 |       3.29792E+01 |
 |     1829 |       2.99620E+01 |
 |     1830 |       2.99664E+01 |
 |     1831 |       4.82702E+01 |
 |     1832 |       4.54091E+01 |
 |     1833 |       3.28275E+01 |
 |     1834 |       3.37680E+01 |
 |     1835 |       3.19068E+01 |
 |     1836 |       2.64143E+01 |
 |     1837 |       3.60868E+01 |
 |     1838 |       3.80310E+01 |
 |     1839 |       3.90635E+01 |
 |     1840 |       2.38460E+01 |
 |     1841 |       2.26246E+01 |
 |     1842 |       2.88221E+01 |
 |     1843 |       3.51047E+01 |
 |     1844 |       2.38968E+01 |
 |     1845 |       2.27471E+01 |
 |     1846 |       2.75797E+01 |
 |     1847 |       3.29371E+01 |
 |     1848 |       2.91897E+01 |
 |     1849 |       1.57576E+01 |
 |     1850 |       1.87816E+01 |
 |     1851 |       1.68622E+01 |
 |     1852 |       1.92311E+01 |
 |     1853 |       1.87575E+01 |
 |     1854 |       1.16702E+01 |
 |     1855 |       1.40917E+01 |
 |     1856 |       1.54268E+01 |
 |     1857 |       1.53672E+01 |
 |     1858 |       1.21176E+01 |
 |     1859 |       1.54177E+01 |
 |     1860 |       1.78322E+01 |
 |     1861 |       7.51715E+00 |
 |     1862 |       7.07921E+00 |
 |     1863 |       3.04911E+00 |
 |     1864 |       4.24021E+00 |
 |     1865 |       4.90273E+00 |
 |     1866 |       9.39859E+00 |
 |     1867 |       9.38761E+00 |
 |     1868 |       9.16124E+00 |
 |     1869 |       6.65076E+00 |
 |     1870 |       5.96323E+00 |
 |     1871 |       8.56846E+00 |
 |     1872 |       1.18731E+01 |
 |     1873 |       1.21648E+01 |
 |     1874 |       1.97010E+01 |
 |     1875 |       2.07078E+01 |
 |     1876 |       1.92732E+01 |
 |     1877 |       2.36456E+01 |
 |     1878 |       2.11052E+01 |
 |     1879 |       1.63009E+01 |
 |     1880 |       2.54488E+01 |
 |     1881 |       1.54988E+01 |
 |     1882 |       1.58037E+01 |
 |     1883 |       1.84137E+01 |
 |     1884 |       1.84961E+01 |
 |     1885 |       2.16314E+01 |
 |     1886 |       1.52144E+01 |
 |     1887 |       1.74329E+01 |
 |     1888 |       1.56228E+01 |
 |     1889 |       1.46648E+01 |
 |     1890 |       3.50557E+01 |
 |     1891 |       2.22272E+01 |
 |     1892 |       2.09113E+01 |
 |     1893 |       2.06256E+01 |
 |     1894 |       2.06146E+01 |
 |     1895 |       2.31378E+01 |
 |     1896 |       2.54326E+01 |
 |     1897 |       2.47703E+01 |
 |     1898 |       3.11742E+01 |
 |     1899 |       3.25680E+01 |
 |     1900 |       3.07068E+01 |
 |     1901 |       3.00437E+01 |
 |     1902 |       2.62849E+01 |
 |     1903 |       2.43756E+01 |
 |     1904 |       1.79473E+01 |
 |     1905 |       1.41954E+00 |
 |     1906 |       7.56420E+00 |
 |     1907 |       1.32639E+01 |
 |     1908 |       3.09342E+01 |
 |     1909 |       3.24763E+01 |
 |     1910 |       3.56165E+01 |
 |     1911 |       8.48023E+01 |
 |     1912 |       3.92755E+01 |
 |     1913 |       4.02496E+01 |
 |     1914 |       3.12337E+01 |
 |     1915 |       3.50784E+01 |
 |     1916 |       2.76105E+01 |
 |     1917 |       2.74405E+01 |
 |     1918 |       1.08206E+01 |
 |     1919 |       6.91796E+00 |
 |     1920 |       2.76018E+00 |
 |     1921 |       4.29653E+00 |
 |     1922 |       6.22676E+00 |
 |     1923 |       5.26814E+00 |
 |     1924 |       8.28814E+00 |
 |     1925 |       9.58119E+00 |
 |     1926 |       1.10466E+01 |
 |     1927 |       1.22429E+01 |
 |     1928 |       1.29392E+01 |
 |     1929 |       1.30495E+01 |
 |     1930 |       1.27691E+01 |
 |     1931 |       1.23198E+01 |
 |     1932 |       1.42395E+01 |
 |     1933 |       1.40873E+01 |
 |     1934 |       1.27128E+01 |
 |     1935 |       1.19431E+01 |
 |     1936 |       1.01233E+01 |
 |     1937 |       7.71584E+00 |
 |     1938 |       7.93190E+00 |
 |     1939 |       1.25508E+01 |
 |     1940 |       1.83118E+01 |
 |     1941 |       2.16061E+01 |
 |     1942 |       2.22980E+01 |
 |     1943 |       2.17851E+01 |
 |     1944 |       2.12952E+01 |
 |     1945 |       2.09818E+01 |
 |     1946 |       2.07017E+01 |
 |     1947 |       2.06069E+01 |
 |     1948 |       2.06292E+01 |
 |     1949 |       2.09393E+01 |
 |     1950 |       2.13970E+01 |
 |     1951 |       2.19773E+01 |
 |     1952 |       2.28833E+01 |
 |     1953 |       2.37628E+01 |
 |     1954 |       2.48470E+01 |
 |     1955 |       2.56155E+01 |
 |     1956 |       2.55968E+01 |
 |     1957 |       2.26156E+01 |
 |     1958 |       1.37338E+01 |
 |     1959 |       1.71775E+01 |
 |     1960 |       9.73466E+00 |
 |     1961 |       9.90752E+00 |
 |     1962 |       1.10758E+01 |
 |     1963 |       1.79595E+01 |
 |     1964 |       1.88358E+01 |
 |     1965 |       2.41586E+01 |
 |     1966 |       4.29340E+01 |
 |     1967 |       2.37938E+01 |
 |     1968 |       1.73065E+01 |
 |     1969 |       1.92823E+01 |
 |     1970 |       2.45144E+01 |
 |     1971 |       3.00999E+01 |
 |     1972 |       3.44577E+01 |
 |     1973 |       3.74855E+01 |
 |     1974 |       3.90798E+01 |
 |     1975 |       3.03201E+01 |
 |     1976 |       3.83145E+01 |
 |     1977 |       3.03734E+01 |
 |     1978 |       4.21696E+01 |
 |     1979 |       4.38255E+01 |
 |     1980 |       4.28116E+01 |
 |     1981 |       2.87667E+01 |
 |     1982 |       2.77864E+01 |
 |     1983 |       2.61170E+01 |
 |     1984 |       2.42994E+01 |
 |     1985 |       2.25051E+01 |
 |     1986 |       2.06276E+01 |
 |     1987 |       1.90208E+01 |
 |     1988 |       1.80402E+01 |
 |     1989 |       1.72179E+01 |
 |     1990 |       1.67876E+01 |
 |     1991 |       1.69659E+01 |
 |     1992 |       1.76118E+01 |
 |     1993 |       1.85993E+01 |
 |     1994 |       1.99086E+01 |
 |     1995 |       2.14387E+01 |
 |     1996 |       2.32738E+01 |
 |     1997 |       2.56363E+01 |
 |     1998 |       2.74742E+01 |
 |     1999 |       2.92753E+01 |
 |     2000 |       3.20742E+01 |
 |     2001 |       3.41034E+01 |
 |     2002 |       3.68797E+01 |
 |     2003 |       3.81102E+01 |
 |     2004 |       3.76106E+01 |
 |     2005 |       1.56170E+01 |
 |     2006 |       2.08695E+01 |
 |     2007 |       2.76639E+01 |
 |     2008 |       2.28943E+01 |
 |     2009 |       3.13835E+01 |
 |     2010 |       2.85771E+01 |
 |     2011 |       2.69124E+01 |
 |     2012 |       2.60305E+01 |
 |     2013 |       2.74663E+01 |
 |     2014 |       2.43028E+00 |
 |     2015 |       4.24462E+00 |
 |     2016 |       2.49509E+01 |
 |     2017 |       2.48968E+01 |
 |     2018 |       1.84103E+01 |
 |     2019 |       2.01001E+01 |
 |     2020 |       1.67918E+01 |
 |     2021 |       3.12970E+01 |
 |     2022 |       2.04133E+01 |
 |     2023 |       2.40436E+01 |
 |     2024 |       4.07331E+01 |
 |     2025 |       4.00224E+01 |
 |     2026 |       3.75501E+01 |
 |     2027 |       3.62188E+01 |
 |     2028 |       3.29228E+01 |
 |     2029 |       3.12041E+01 |
 |     2030 |       2.77856E+01 |
 |     2031 |       2.97846E+01 |
 |     2032 |       4.58334E+01 |
 |     2033 |       4.89783E+01 |
 |     2034 |       3.08965E+01 |
 |     2035 |       3.41414E+01 |
 |     2036 |       3.79280E+01 |
 |     2037 |       3.45821E+01 |
 |     2038 |       4.02510E+01 |
 |     2039 |       2.72011E+01 |
 |     2040 |       2.69199E+01 |
 |     2041 |       2.80722E+01 |
 |     2042 |       2.80607E+01 |
 |     2043 |       3.61820E+01 |
 |     2044 |       3.10690E+01 |
 |     2045 |       1.57398E+01 |
 |     2046 |       1.87629E+01 |
 |     2047 |       1.68319E+01 |
 |     2048 |       1.72909E+01 |
 |     2049 |       1.81308E+01 |
 |     2050 |       1.18478E+01 |
 |     2051 |       1.43256E+01 |
 |     2052 |       1.29650E+01 |
 |     2053 |       1.61816E+01 |
 |     2054 |       1.44316E+01 |
 |     2055 |       1.78212E+01 |
 |     2056 |       3.71171E+00 |
 |     2057 |       5.38430E+00 |
 |     2058 |       7.69175E+00 |
 |     2059 |       1.07589E+01 |
 |     2060 |       8.07629E+00 |
 |     2061 |       6.13793E+00 |
 |     2062 |       8.70558E+00 |
 |     2063 |       6.80080E+00 |
 |     2064 |       9.38108E+00 |
 |     2065 |       7.39193E+00 |
 |     2066 |       1.03195E+01 |
 |     2067 |       4.79189E+00 |
 |     2068 |       1.99921E+01 |
 |     2069 |       2.06029E+01 |
 |     2070 |       1.91864E+01 |
 |     2071 |       2.35435E+01 |
 |     2072 |       2.10470E+01 |
 |     2073 |       1.62431E+01 |
 |     2074 |       2.53633E+01 |
 |     2075 |       1.56339E+01 |
 |     2076 |       1.58052E+01 |
 |     2077 |       1.83959E+01 |
 |     2078 |       1.86319E+01 |
 |     2079 |       2.16866E+01 |
 |     2080 |       1.52009E+01 |
 |     2081 |       1.73809E+01 |
 |     2082 |       1.55970E+01 |
 |     2083 |       1.46628E+01 |
 |     2084 |       3.89691E+01 |
 |     2085 |       5.53342E+01 |
 |     2086 |       3.48941E+01 |
 |     2087 |       3.88705E+01 |
 |     2088 |       2.80721E+01 |
 |     2089 |       1.29999E+01 |
 |     2090 |       2.46943E+01 |
 |     2091 |       2.55640E+01 |
 |     2092 |       2.32438E+01 |
 |     2093 |       2.06914E+01 |
 |     2094 |       2.06247E+01 |
 |     2095 |       2.09200E+01 |
 |     2096 |       2.22466E+01 |
 |     2097 |       2.79777E+01 |
 |     2098 |       4.14586E+00 |
 |     2099 |       2.08019E+01 |
 |     2100 |       1.51363E+01 |
 |     2101 |       1.01505E+01 |
 |     2102 |       1.29812E+00 |
 |     2103 |       7.56525E+00 |
 |     2104 |       2.76774E+01 |
 |     2105 |       3.93414E+01 |
 |     2106 |       7.17415E+00 |
 |     2107 |       1.08514E+01 |
 |     2108 |       2.75193E+01 |
 |     2109 |       2.76448E+01 |
 |     2110 |       3.51243E+01 |
 |     2111 |       3.12314E+01 |
 |     2112 |       4.28932E+01 |
 |     2113 |       3.99914E+01 |
 |     2114 |       8.24699E+01 |
 |     2115 |       3.04333E+01 |
 |     2116 |       1.31885E+01 |
 |     2117 |       2.60069E+00 |
 |     2118 |       4.20649E+00 |
 |     2119 |       6.25856E+00 |
 |     2120 |       5.15585E+00 |
 |     2121 |       1.75366E+01 |
 |     2122 |       1.00676E+01 |
 |     2123 |       1.59491E+01 |
 |     2124 |       2.35137E+01 |
 |     2125 |       3.00534E+01 |
 |     2126 |       3.46779E+01 |
 |     2127 |       3.75417E+01 |
 |     2128 |       4.81430E+00 |
 |     2129 |       3.08076E+00 |
 |     2130 |       1.89624E+00 |
 |     2131 |       2.76961E+01 |
 |     2132 |       2.71913E+01 |
 |     2133 |       3.02272E+01 |
 |     2134 |       3.16726E+01 |
 |     2135 |       2.92002E+01 |
 |     2136 |       2.76409E+01 |
 |     2137 |       2.05213E+01 |
 |     2138 |       2.39074E+01 |
 |     2139 |       1.54557E+01 |
 |     2140 |       3.77116E+01 |
 |     2141 |       3.81944E+01 |
 |     2142 |       3.69853E+01 |
 |     2143 |       3.41928E+01 |
 |     2144 |       3.21553E+01 |
 |     2145 |       2.93547E+01 |
 |     2146 |       2.75573E+01 |
 |     2147 |       2.57071E+01 |
 |     2148 |       2.33409E+01 |
 |     2149 |       2.15035E+01 |
 |     2150 |       1.99656E+01 |
 |     2151 |       1.86543E+01 |
 |     2152 |       1.76601E+01 |
 |     2153 |       1.70097E+01 |
 |     2154 |       1.68253E+01 |
 |     2155 |       1.72531E+01 |
 |     2156 |       1.80716E+01 |
 |     2157 |       1.90500E+01 |
 |     2158 |       2.06580E+01 |
 |     2159 |       2.25347E+01 |
 |     2160 |       2.43310E+01 |
 |     2161 |       2.61488E+01 |
 |     2162 |       2.78169E+01 |
 |     2163 |       2.87840E+01 |
 |     2164 |       4.39471E+01 |
 |     2165 |       4.23122E+01 |
 |     2166 |       3.82493E+01 |
 |     2167 |       3.02380E+01 |
 |     2168 |       2.98693E+01 |
 |     2169 |       3.92251E+01 |
 |     2170 |       2.40009E+01 |
 |     2171 |       1.67104E+01 |
 |     2172 |       1.16976E+01 |
 |     2173 |       9.12843E+00 |
 |     2174 |       9.72616E+00 |
 |     2175 |       1.36234E+01 |
 |     2176 |       2.27302E+01 |
 |     2177 |       1.73040E+01 |
 |     2178 |       2.55960E+01 |
 |     2179 |       2.57481E+01 |
 |     2180 |       2.48826E+01 |
 |     2181 |       2.38218E+01 |
 |     2182 |       2.29168E+01 |
 |     2183 |       2.20237E+01 |
 |     2184 |       2.14411E+01 |
 |     2185 |       2.09955E+01 |
 |     2186 |       2.06569E+01 |
 |     2187 |       2.06532E+01 |
 |     2188 |       2.07525E+01 |
 |     2189 |       2.10229E+01 |
 |     2190 |       2.13435E+01 |
 |     2191 |       2.18163E+01 |
 |     2192 |       2.23370E+01 |
 |     2193 |       2.16359E+01 |
 |     2194 |       1.83580E+01 |
 |     2195 |       1.25837E+01 |
 |     2196 |       8.10584E+00 |
 |     2197 |       8.24418E+00 |
 |     2198 |       1.03899E+01 |
 |     2199 |       1.24387E+01 |
 |     2200 |       1.32866E+01 |
 |     2201 |       1.43558E+01 |
 |     2202 |       1.42003E+01 |
 |     2203 |       1.22137E+01 |
 |     2204 |       1.26543E+01 |
 |     2205 |       1.29343E+01 |
 |     2206 |       1.28760E+01 |
 |     2207 |       1.22732E+01 |
 |     2208 |       1.10999E+01 |
 |     2209 |       9.71077E+00 |
 |     2210 |       8.27578E+00 |
 |     2211 |       2.48980E+01 |
 |     2212 |       2.39564E+01 |
 |     2213 |       3.06791E+01 |
 |     2214 |       2.16857E+01 |
 |     2215 |       1.98513E+01 |
 |     2216 |       5.37711E+01 |
 |     2217 |       3.77594E+01 |
 |     2218 |       3.18489E+01 |
 |     2219 |       3.27502E+01 |
 |     2220 |       2.81239E+01 |
 |     2221 |       2.98321E+01 |
 |     2222 |       2.99170E+01 |
 |     2223 |       3.05240E+01 |
 |     2224 |       3.42534E+01 |
 |     2225 |       3.41887E+01 |
 |     2226 |       3.90911E+01 |
 |     2227 |       3.89121E+01 |
 |     2228 |       3.19209E+01 |
 |     2229 |       2.63820E+01 |
 |     2230 |       3.61790E+01 |
 |     2231 |       3.81618E+01 |
 |     2232 |       3.91815E+01 |
 |     2233 |       2.25258E+01 |
 |     2234 |       2.20751E+01 |
 |     2235 |       3.83833E+01 |
 |     2236 |       2.25683E+01 |
 |     2237 |       2.39016E+01 |
 |     2238 |       3.54409E+01 |
 |     2239 |       2.98408E+01 |
 |     2240 |       2.81821E+01 |
 |     2241 |       1.71570E+01 |
 |     2242 |       1.91738E+01 |
 |     2243 |       2.51761E+01 |
 |     2244 |       1.77685E+01 |
 |     2245 |       1.86068E+01 |
 |     2246 |       1.70601E+01 |
 |     2247 |       1.80445E+01 |
 |     2248 |       1.41792E+01 |
 |     2249 |       1.76430E+01 |
 |     2250 |       1.27647E+01 |
 |     2251 |       1.52148E+01 |
 |     2252 |       1.27911E+01 |
 |     2253 |       1.44909E+01 |
 |     2254 |       1.11956E+01 |
 |     2255 |       3.03679E+00 |
 |     2256 |       4.14116E+00 |
 |     2257 |       7.39299E+00 |
 |     2258 |       6.78051E+00 |
 |     2259 |       4.78476E+00 |
 |     2260 |       5.70704E+00 |
 |     2261 |       7.97351E+00 |
 |     2262 |       8.32863E+00 |
 |     2263 |       6.31306E+00 |
 |     2264 |       8.68459E+00 |
 |     2265 |       9.11118E+00 |
 |     2266 |       1.08148E+01 |
 |     2267 |       1.04181E+01 |
 |     2268 |       1.73693E+01 |
 |     2269 |       1.83696E+01 |
 |     2270 |       2.27932E+01 |
 |     2271 |       2.02256E+01 |
 |     2272 |       2.47204E+01 |
 |     2273 |       2.11893E+01 |
 |     2274 |       2.02569E+01 |
 |     2275 |       1.49117E+01 |
 |     2276 |       1.54250E+01 |
 |     2277 |       1.78903E+01 |
 |     2278 |       1.64416E+01 |
 |     2279 |       1.44705E+01 |
 |     2280 |       1.81695E+01 |
 |     2281 |       1.71822E+01 |
 |     2282 |       1.54013E+01 |
 |     2283 |       3.50715E+01 |
 |     2284 |       3.25622E+01 |
 |     2285 |       3.10888E+01 |
 |     2286 |       2.47744E+01 |
 |     2287 |       2.54575E+01 |
 |     2288 |       2.31514E+01 |
 |     2289 |       2.06184E+01 |
 |     2290 |       2.06252E+01 |
 |     2291 |       2.09108E+01 |
 |     2292 |       2.22374E+01 |
 |     2293 |       3.06495E+01 |
 |     2294 |       3.00805E+01 |
 |     2295 |       2.62600E+01 |
 |     2296 |       4.41391E+00 |
 |     2297 |       2.44285E+01 |
 |     2298 |       1.76474E+01 |
 |     2299 |       7.58852E+00 |
 |     2300 |       1.31480E+00 |
 |     2301 |       7.31588E+00 |
 |     2302 |       1.11480E+01 |
 |     2303 |       2.74425E+01 |
 |     2304 |       2.76110E+01 |
 |     2305 |       3.50949E+01 |
 |     2306 |       3.12512E+01 |
 |     2307 |       4.02793E+01 |
 |     2308 |       3.92762E+01 |
 |     2309 |       3.52450E+01 |
 |     2310 |       8.48862E+01 |
 |     2311 |       3.24718E+01 |
 |     2312 |       3.11863E+01 |
 |     2313 |       1.32647E+01 |
 |     2314 |       6.22954E+00 |
 |     2315 |       4.21264E+00 |
 |     2316 |       5.26082E+00 |
 |     2317 |       2.65929E+00 |
 |     2318 |       4.90016E+00 |
 |     2319 |       3.13683E+00 |
 |     2320 |       2.00690E+00 |
 |     2321 |       2.74738E+01 |
 |     2322 |       2.69205E+01 |
 |     2323 |       2.60713E+01 |
 |     2324 |       3.14098E+01 |
 |     2325 |       2.86706E+01 |
 |     2326 |       2.76538E+01 |
 |     2327 |       2.08735E+01 |
 |     2328 |       2.28343E+01 |
 |     2329 |       1.58686E+01 |
 |     2330 |       3.76342E+01 |
 |     2331 |       3.81097E+01 |
 |     2332 |       3.68929E+01 |
 |     2333 |       3.41024E+01 |
 |     2334 |       3.20760E+01 |
 |     2335 |       2.92764E+01 |
 |     2336 |       2.74832E+01 |
 |     2337 |       2.56377E+01 |
 |     2338 |       2.32812E+01 |
 |     2339 |       2.14456E+01 |
 |     2340 |       1.99152E+01 |
 |     2341 |       1.86033E+01 |
 |     2342 |       1.76160E+01 |
